 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	0.07109105617	0.07793493804	0.0756411159	0.0741355988	0.0928131391	0.116827058	0.1200076565	0.1201734845	0.1401930754	0.1111828827
a39	0.0746117927033	0.0711500347733	0.0820580787667	0.0772648429333	0.0940000679667	0.1136674604	0.1215734443	0.124834616367	0.1503156324	0.0905240204333
a31	0.0880842211678	0.0691382824578	0.0893255997889	0.0791255113778	0.115102702322	0.1095204056	0.1141224019	0.110068695122	0.144988291467	0.0805238919444
a14	0.0837036815226	0.0642914683526	0.0828462261296	0.0809467663259	0.117258453774	0.103290835867	0.1155204359	0.110287387841	0.153537200356	0.0883175711148
a41	0.0719570963742	0.0610055303842	0.0734292015099	0.0848817843753	0.101352564325	0.094012928889	0.1175872405	0.122700231214	0.169978446919	0.103094997572
a33	0.0675664158581	0.0569862288281	0.06291025257	0.0817299543918	0.0897796000417	0.0927546854963	0.1159682657	0.132717382271	0.182581797973	0.117005424657
a20	0.0687603376194	0.0616899345094	0.0622197962567	0.0776476439973	0.0837194687472	0.0933718131654	0.113377572767	0.13721579969	0.187533011991	0.114464621552
a31	0.0623067207731	0.0587579847698	0.0568738559522	0.0722046362658	0.0839016960491	0.0923549843885	0.113989320456	0.147227553563	0.18891539533	0.123467845184
a10	0.053199526091	0.0480120257899	0.0503076309841	0.0728543354219	0.090143281483	0.0892487209962	0.111432079019	0.153389469788	0.194397842443	0.137015082461
a31	0.0489000118637	0.0449610482633	0.0472435739947	0.069880645274	0.0941091980277	0.0897144290654	0.109008577406	0.155788938529	0.210791521614	0.129602056954
a46	0.0446788339212	0.0408040793544	0.0408752007182	0.0585631500247	0.0922915922759	0.0931315365551	0.115324861535	0.157020002243	0.233712408671	0.123598330318
a31	0.0418978931937	0.0371027903581	0.0384078478861	0.0546081405416	0.0903381030253	0.0887033581184	0.121389131712	0.155670196881	0.239117335957	0.132765196239
a39	0.0417467839379	0.0376475086927	0.0382206961554	0.0539065869139	0.0906607607751	0.0859053533061	0.121962748104	0.156639656694	0.238826624719	0.134483280213
a28	0.0438167219526	0.0380274588309	0.0385804937185	0.055293902638	0.0937511213584	0.0874174901687	0.122124192701	0.152808819298	0.244925467906	0.123254330871
a21	0.0470417658909	0.038589918177	0.0388706768062	0.0558934300127	0.0932670042528	0.0846588708562	0.120524396167	0.149491349899	0.240756142635	0.13090644289
a24	0.0500280819436	0.0416162713923	0.0416254113021	0.0555935690042	0.0903058808843	0.0809105566854	0.114272727989	0.1489981343	0.232036831545	0.144612532097
a46	0.0490172939745	0.0439777020574	0.044081540434	0.0530014228214	0.0870952280948	0.0807793936285	0.109344824996	0.151131475167	0.234412545182	0.147158572032
a20	0.0451543395582	0.0421799057391	0.043981571518	0.0538132638938	0.0840519434316	0.0823589292095	0.103393040865	0.152525129122	0.249903064127	0.142638818344
a31	0.0426108044327	0.0417963579397	0.0394377500127	0.0535776298313	0.0852990284772	0.0842603341365	0.103518187555	0.157697110641	0.257808706576	0.133994104448
a14	0.0413829150909	0.0397559372866	0.0331442018709	0.0469389538438	0.0845866612257	0.0815451417122	0.106845862785	0.161926583547	0.269267905659	0.134605853616
a17	0.0387002758503	0.0352062409889	0.0301335822236	0.0404574232479	0.0778487300752	0.0747266841041	0.0975994825283	0.155767990916	0.306145876553	0.143413729405
a31	0.0375790461368	0.0369885427496	0.0312537596879	0.040992984016	0.0785601924917	0.079639208568	0.0989211087761	0.152596786039	0.298205020984	0.145263359735
a11	0.0386595518456	0.0377648072832	0.0313361422426	0.0423099195387	0.0813131464306	0.082734469256	0.103295590525	0.153653427346	0.275994749795	0.152938192512
a18	0.0357211484312	0.0346454497877	0.0288869483075	0.0391258435329	0.0787354793435	0.077086684552	0.093665610175	0.150043291782	0.296159111932	0.165930429571
a6	0.0307529938531	0.0309432726292	0.0283742325958	0.038981529531	0.0712122067145	0.077258498384	0.086729493325	0.139646290794	0.314950514911	0.181150981924
a8	0.028655857011	0.0296222328831	0.0297045641986	0.0424427557103	0.0687269034382	0.084407507728	0.0884468805083	0.130763033931	0.306736595904	0.190493682641
a31	0.0317752060903	0.036209830761	0.0345149139995	0.0463592806034	0.0747569138794	0.0914345505093	0.0966981671694	0.134332475777	0.285540787168	0.168377867747
a24	0.0331604341634	0.0395930667203	0.0361663513332	0.0461215157411	0.0762807913598	0.0893553409031	0.0977123696565	0.138550268992	0.272530898656	0.170528956849
a37	0.0307317479678	0.0349103953068	0.0323027073377	0.0528428028404	0.0772010490533	0.093807599901	0.0950245525522	0.139505344397	0.266808300619	0.176865501283
a38	0.0311027692693	0.0346580115689	0.0340224955859	0.0650722214201	0.0797191862844	0.1013488033	0.0960252191841	0.141609761466	0.26988246194	0.146559071361
a31	0.0351041011364	0.0368505547896	0.036688323442	0.0699307781667	0.0825019909615	0.0988468316333	0.0933132470614	0.139644959555	0.263960556513	0.14315865192
a11	0.0376763629455	0.0387744397965	0.0386114013007	0.0701396510289	0.0853598958538	0.0959979454111	0.0917757577538	0.140140559585	0.240809623971	0.160714359307
a31	0.0403914175485	0.0396842370255	0.0391474956536	0.0633082460763	0.0850684151513	0.100798771304	0.0939950222513	0.138584823462	0.23983420339	0.159187383569
a8	0.0449403838162	0.0429060008352	0.0416600896845	0.0550082657254	0.0866100700238	0.100654453268	0.0982637638171	0.138876279421	0.232973300863	0.158107400323
a10	0.0447148713321	0.0458057220117	0.0441130863282	0.0507518336751	0.0872894407813	0.100784679289	0.104714742272	0.151776558074	0.209757333888	0.160291719708
a18	0.042239994404	0.0443764922039	0.0430864909161	0.0516561655584	0.0922357681938	0.104047686096	0.103647964291	0.156035744558	0.211671841563	0.151001837169
a31	0.0451118415013	0.0454754466013	0.045229213212	0.0571182736528	0.0964559103979	0.104016925032	0.096449066697	0.142627048119	0.216164845654	0.15135141199
a11	0.0491281860471	0.0483987376338	0.047985709604	0.0593230401509	0.0945430954993	0.104430305677	0.094818248299	0.131543500373	0.201380366085	0.16844880193
a10	0.0491164214024	0.0503608846446	0.050436213568	0.0630407917836	0.0964689956664	0.099126858759	0.0931720121663	0.137218039858	0.186473295095	0.174586488643
a1	0.0487656627075	0.0504771520815	0.0503132716493	0.0633361933279	0.102736922022	0.0971053299197	0.0926737209888	0.148267114753	0.184561654365	0.161762975481
a41	0.0483551584358	0.0501379512605	0.0489340851764	0.0570759621093	0.103085701007	0.10399836104	0.0973135796629	0.145893675318	0.186120061455	0.15908546636
a31	0.0530046984119	0.0518654553202	0.0495314749921	0.0570300321298	0.090175726309	0.107864370547	0.102556502721	0.133893137439	0.190626687485	0.163451912653
a8	0.060003711784	0.0574851573734	0.0551983368307	0.0617864087899	0.0869882473763	0.103206554849	0.0994313388737	0.125662912746	0.178099718828	0.172137607418
a31	0.0668535180413	0.0647979901911	0.0636759261102	0.07268744405	0.0888633774254	0.0972194483497	0.0914003284246	0.121209300182	0.165173360676	0.168119303406
a37	0.0688269091471	0.0663313039304	0.0664890642367	0.07601635195	0.0823139463151	0.0912385229832	0.0890958612749	0.121069945394	0.165839778625	0.172778305135
a8	0.067351807469	0.0671848991768	0.0671382941456	0.0706566055567	0.0842191932117	0.0858620181277	0.086771934225	0.124138355131	0.161946168608	0.184730719112
a39	0.065625578643	0.0666787183256	0.0655092205819	0.0710037099589	0.0875728511372	0.0854727000426	0.0846270155417	0.12671076071	0.161493730869	0.185305716704
a31	0.0675519477477	0.0660383247085	0.063868940794	0.0727442013196	0.0834306374457	0.0913412998142	0.0872478847139	0.124418409237	0.16657005369	0.176788298101
a39	0.0686057767359	0.0664295501695	0.0647663465313	0.0714098136199	0.0792368640152	0.0923727505381	0.0897361697713	0.121330815679	0.167096918697	0.179015004034
a35	0.064294267732	0.0661253847898	0.0643426004438	0.06990012172	0.0802665254051	0.0892505067127	0.0883645630571	0.126907480226	0.164819661232	0.185728894411
a31	0.069031894244	0.0707401846633	0.0674480814813	0.0767747897067	0.0813153352017	0.0908033034376	0.0879598585524	0.127499904475	0.160548090411	0.16787854107
a41	0.0712998446147	0.0713253691544	0.0691699690271	0.0774787395689	0.0788477562672	0.0901551266792	0.0890449222508	0.122200338825	0.158883971204	0.17159395329
a13	0.0671380844049	0.0695480227848	0.0678309310757	0.0731774012563	0.0792348925557	0.0886294597597	0.0921225340169	0.125998915742	0.158011499468	0.178308259097
a35	0.065242391495	0.0708618779283	0.0668654458252	0.0746843164188	0.0833100065852	0.0888581418532	0.0953220334056	0.138234490047	0.155189085823	0.161432205032
a31	0.0688099772583	0.0725206191761	0.0676222623417	0.0798954408729	0.0826698472617	0.0898914010844	0.0930286211352	0.134927885082	0.160714313741	0.149919622344
a20	0.0718759375728	0.0723166509254	0.0685481273806	0.0786905428243	0.0775687275539	0.0894894834948	0.0914238220451	0.122607013961	0.160818725047	0.166660967448
</S>	0.0709008937164	0.0714870777627	0.0683932971903	0.0734416948122	0.075666791277	0.0875898881474	0.0921599585225	0.120604680781	0.153797415524	0.185958309724
