 	dovevo	comprare	il	pane	ogni	giorno	</S>
a30	0.1476389879	0.1108798367	0.1311042752	0.111583523	0.1525890957	0.2070240954	0.13918017997
a41	0.146394180033	0.115499674167	0.134942397533	0.0949328104667	0.164921523967	0.2247080584	0.118601335037
a31	0.160427944811	0.121460885629	0.131820718711	0.0833982600222	0.171288868922	0.228273382	0.103329925612
a24	0.15707651707	0.116069008916	0.124158386237	0.0792922088074	0.174256859774	0.2420803354	0.107066692604
a37	0.134877058023	0.100949397119	0.116245996279	0.0791248011358	0.180534504325	0.262087824533	0.126180433401
a31	0.135971798341	0.0950739172663	0.106054740493	0.0754590003786	0.178895825308	0.275860369978	0.1326843556
a17	0.12740260698	0.0931753130354	0.0963055114977	0.0714805427262	0.162777036036	0.289865125259	0.158993874133
a5	0.125762911927	0.0915793231118	0.0931949030326	0.0671416907754	0.141368004812	0.298668284353	0.182284900044
a17	0.121308837976	0.0898460055373	0.0919562411109	0.0664480340585	0.134060332804	0.308991063051	0.187389500215
a20	0.101874974059	0.0896213159124	0.0861398782036	0.0635216124862	0.144674015268	0.319607989017	0.194560216138
a5	0.121741346953	0.0865044391708	0.0809872386012	0.0578647152954	0.145285101956	0.311633056339	0.195984101646
a20	0.135977858651	0.0799176814903	0.0726485006671	0.0552067387651	0.134980675052	0.32240573078	0.198862823682
a37	0.13176858575	0.0839918734634	0.0745584266224	0.062966596855	0.137566927151	0.327343330927	0.181804269427
a39	0.13671664865	0.0916793393545	0.0843546734075	0.077091226085	0.148858482384	0.299728850309	0.161570779942
a35	0.136838859283	0.0914975780515	0.0892998125358	0.0832167395617	0.150077797461	0.278205033036	0.170864173181
a7	0.137006712828	0.0927211882172	0.0960274010453	0.0881926948539	0.14662335982	0.256039145945	0.183389490727
a24	0.145640709343	0.0992981238724	0.107817383348	0.100906158951	0.14637993394	0.223775545982	0.176182146909
a37	0.153479364781	0.104890848424	0.112872056983	0.11454353165	0.15111354598	0.209028302927	0.15407235337
a17	0.158723985994	0.111476169608	0.113984090061	0.116429035217	0.152329363327	0.196005070976	0.151052283523
a31	0.165313437265	0.117337218829	0.113400145834	0.107214719446	0.134796727442	0.191007119725	0.170930638908
a20	0.158952847555	0.12097232737	0.114069714558	0.103365520255	0.116164293747	0.194340701175	0.192134622036
</S>	0.151203177677	0.123524639085	0.117609993079	0.104520347228	0.111311701273	0.189177629987	0.202652547018
