 	vuole	pianto	</S>
a39	0.407663496	0.385527163	0.2068093145
a31	0.441572029333	0.402864895667	0.155563056167
a41	0.450066745111	0.402125847889	0.147807405122
a31	0.438020419704	0.41171939863	0.150260195374
a37	0.415436613901	0.424479043543	0.160084358391
a11	0.373755865967	0.426299466514	0.199944673397
a39	0.347184627989	0.415206312838	0.237609043799
a31	0.31306067333	0.385297066946	0.301642253666
a46	0.290215082443	0.363825614315	0.345959311222
a31	0.293715106814	0.346371850772	0.359913050407
</S>	0.289432780407	0.331070781386	0.379496445204
