 	essendosi	vestito	</S>
a46	0.411934204	0.335599205	0.2524665673
a31	0.390843713333	0.376721363	0.232434913967
a18	0.395274018444	0.398164540333	0.206561439122
a31	0.387228748148	0.420435918111	0.192335345107
a20	0.336179814716	0.435647154904	0.228173045969
a46	0.304439836905	0.419841539835	0.275718633323
a20	0.319365528968	0.376081415278	0.304553065774
a31	0.328432170989	0.359091387759	0.312476444591
a0	0.314001428996	0.365036837253	0.320961740197
a46	0.313765024999	0.351667401751	0.334567584066
a35	0.323676924	0.347534631917	0.328788438689
a46	0.322006812333	0.352564655972	0.325428528896
a24	0.310446423444	0.364014230657	0.325539355232
a46	0.296708943148	0.374396808619	0.328894252011
a24	0.290604630916	0.371029156273	0.33836620467
a31	0.283212531105	0.343002975758	0.373784483557
</S>	0.281873117953	0.322230571879	0.395896305778
