 	io	voglio	che	Maria	venga	qui	</S>
a31	0.2059766745	0.128504692	0.1197245348	0.0930081439	0.1832324656	0.13768160046	0.131871897
a39	0.234251205433	0.14815507	0.131207136333	0.0890544278333	0.1671850456	0.119050747353	0.111096375333
a31	0.222144948744	0.169477501333	0.151076870311	0.0879808503444	0.174285222333	0.100336861611	0.0946977629443
a37	0.212055224515	0.170761010044	0.15503876517	0.0765111356681	0.201935935564	0.0930585717303	0.0906393656814
a31	0.207162633105	0.166189052548	0.166064508057	0.070590371376	0.212589142375	0.0872383286968	0.0901659695805
a11	0.221050561702	0.160935607116	0.152355247352	0.0684572630587	0.220020513085	0.0856438672256	0.0915369430802
a20	0.248163272301	0.150734769305	0.110065633784	0.0572670203529	0.233244174228	0.0968345405285	0.103690584667
a4	0.257387353167	0.130136660768	0.0930626662613	0.0482419385176	0.248083947849	0.0999351966095	0.123152226862
a24	0.256156763056	0.106118515989	0.0969240430204	0.0460389821059	0.26429444455	0.0931807360965	0.137286503687
a31	0.253458117019	0.0962078309963	0.0877423858068	0.0461398268353	0.26338341569	0.0953632304122	0.157705184162
a11	0.23240327954	0.0983429715321	0.0785209733356	0.0435088621784	0.24190874167	0.132671697204	0.172643453721
a24	0.19407704638	0.105423016044	0.0894745747119	0.0506797578928	0.214881497557	0.172874267001	0.17258981404
a31	0.16552886086	0.109034268615	0.0952521479706	0.0640544061643	0.181110476919	0.162117188334	0.222902638413
a46	0.135615586087	0.103887181672	0.0951671560569	0.0777249737214	0.146746454973	0.168697916778	0.272160721471
a8	0.110302867229	0.101361818957	0.0973740587856	0.0887029783738	0.128241483058	0.207910247593	0.266106537824
</S>	0.104533630814	0.102960049278	0.0995456919428	0.0926981273869	0.124776009629	0.218201742797	0.257284749912
