 	dove	aveva	per	stare	non	aveva	</S>
a24	0.1189271784	0.1043331662	0.1365162924	0.219104091	0.146452795	0.1587687618	0.1158977356
a20	0.1347682418	0.104869944267	0.1505042744	0.205154109667	0.137976805267	0.1573512816	0.109375364133
a13	0.1501267776	0.116769223489	0.159696141467	0.179711061222	0.125883292822	0.157302235067	0.110511271978
a37	0.158561659467	0.12254553743	0.148945192889	0.162258093074	0.125740367341	0.172654872689	0.109294274126
a24	0.158117932089	0.118148464743	0.129619216496	0.160843205025	0.132491747114	0.186733662896	0.114045780642
a31	0.14908007163	0.099450481181	0.105864414432	0.206229834075	0.143343494771	0.190114890632	0.105916820347
a20	0.145739764477	0.0802880339937	0.0891736568773	0.230304914425	0.155094555257	0.202902992544	0.0964960829823
a0	0.133777940226	0.0722867851979	0.0832133044924	0.215746234808	0.168048155086	0.224923574848	0.102004009194
a20	0.117347216035	0.0676269869326	0.0784596270308	0.235938978269	0.172191695762	0.223904045616	0.104531454998
a31	0.104718920492	0.0629789971775	0.0734929696769	0.28061415809	0.157417285654	0.207793952739	0.112983717333
a8	0.0896510426373	0.0607058872325	0.0714264796923	0.301105674297	0.141877634551	0.211849558913	0.123383720444
a23	0.0768556802391	0.0628565575842	0.0693871957641	0.313867545299	0.143594774584	0.209814624104	0.123623617881
a38	0.0706576021197	0.0642761394147	0.0736432027214	0.317579169033	0.150249893928	0.191686246435	0.13190773976
a33	0.0727747195399	0.0687200924249	0.0823652237071	0.296212390411	0.150487904643	0.176844735212	0.15259492732
a31	0.0865056896133	0.079999764075	0.0932769636357	0.256973354937	0.134331375014	0.163368473737	0.185544376373
a24	0.0930576362511	0.086128065625	0.100352989345	0.226094418612	0.121553886471	0.155845781912	0.216967222058
a18	0.0941359728504	0.090435106275	0.105553110315	0.208280381437	0.126838437824	0.161402306637	0.213354682953
a31	0.111629693943	0.102099858158	0.110081526638	0.169921930512	0.125285707608	0.177246470879	0.203734811918
a33	0.121240320008	0.109201152786	0.115035853146	0.140555756204	0.130682033869	0.176568067293	0.206716805973
</S>	0.118023729884	0.110262638093	0.118981885673	0.136122497102	0.140648987935	0.170424748146	0.205535492986
