 	possono	essere	ancora	svegli	</S>
a31	0.2269867364	0.11340295446	0.2022382839	0.273327832	0.1840441917
a20	0.220732525333	0.0959150521733	0.1994601657	0.279158126667	0.2047341257
a23	0.212950303111	0.0938232584644	0.183310760633	0.278099884889	0.2318157895
a31	0.246907127837	0.118217739315	0.172861115611	0.25013017563	0.211883831367
a20	0.292594193012	0.131808779105	0.171778557304	0.210924209877	0.192894257056
a11	0.310013748204	0.110312173568	0.174360695535	0.189217939959	0.216095436952
a20	0.313564275935	0.0930936397893	0.187110010645	0.169702625986	0.236529433384
a31	0.342601416645	0.0887909802631	0.191595164015	0.142457177529	0.234555247261
a37	0.345377889215	0.0909275869544	0.197195289658	0.130258530976	0.236240704754
a31	0.339948198072	0.109445262385	0.195004288539	0.129485039392	0.226117228051
a11	0.346869823357	0.120955982328	0.173600927646	0.131024545464	0.227548733817
a46	0.299395834452	0.118522443909	0.174580207835	0.148640136688	0.258861382606
a31	0.250526238151	0.143355022903	0.194733952765	0.160574815163	0.250809980869
a46	0.222576777517	0.153093020301	0.200900693322	0.166856654321	0.25657287029
a31	0.200823344039	0.1490614263	0.198087690174	0.17609749044	0.27593006343
a20	0.19515184548	0.153071364433	0.191572896391	0.18750708548	0.272696813143
a28	0.195861358293	0.149215628611	0.18105099953	0.19420147316	0.279670532381
</S>	0.194121351746	0.147579737805	0.179041258365	0.19559658558	0.28366105619
