 	qui	dentro	vuole	un	tappeto	</S>
a31	0.1025079863	0.214446365	0.1553687645	0.142044888	0.2281305664	0.1575014171
a18	0.1100226761	0.227905308333	0.1532044295	0.133693984733	0.230829909533	0.144343679367
a10	0.124586358567	0.235285000111	0.1480418655	0.133825332978	0.228162562978	0.130098879656
a31	0.102725357322	0.22909695937	0.138541223967	0.129052055993	0.292596104993	0.107988301285
a14	0.0751271434407	0.207482334123	0.128105197122	0.128353945331	0.354462740331	0.106468645962
a31	0.0579271130136	0.194321729708	0.112457220041	0.120883216177	0.380981976777	0.133428754521
a39	0.0484369800512	0.174229282903	0.0928984524803	0.105189651459	0.419221190259	0.160024466174
a31	0.0482062688171	0.159688401634	0.0815012683601	0.10776252882	0.44826167542	0.154579881258
a39	0.049009182759	0.140763728478	0.0695475060534	0.0998059654067	0.494690169807	0.146183448153
a33	0.052465059973	0.120684378626	0.0675344456178	0.0893886066689	0.528494868869	0.141432627051
a31	0.0582243393577	0.110807084275	0.0699919988726	0.0850621872896	0.526409774556	0.149504593884
</S>	0.0614304363488	0.101108404938	0.0708177383363	0.0813323766448	0.522065032278	0.163245983342
