 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a31	0.07762368614	0.0949696852	0.1234858287	0.121667151	0.1181790011	0.1159320936	0.0967480993	0.0840614388	0.0984243596	0.0689086573
a24	0.0722371598067	0.0967322389333	0.134819912567	0.130082710467	0.124980503833	0.107694717467	0.0839575977667	0.0770008351333	0.107701029867	0.0647933037667
a16	0.0699317898689	0.0944667967111	0.129730831056	0.125391721156	0.123064983478	0.0979117230223	0.0733670269222	0.0744895888444	0.146692013222	0.0649535419222
a28	0.0667240838896	0.0943100219704	0.125567671152	0.125214108119	0.124103328026	0.0899140449408	0.0687098416407	0.0739318583481	0.169727025074	0.0617980274407
a31	0.0611501512965	0.0937640583235	0.121101001984	0.121112560906	0.124852333475	0.0793487805136	0.0659410682136	0.085247927716	0.177909066225	0.0695730589069
a37	0.0548378758322	0.0903963609745	0.114304887128	0.114903974569	0.124998115272	0.0815651463712	0.0637641082045	0.091594847172	0.194619356008	0.069015339729
a24	0.0575609871441	0.0832879598582	0.105539037549	0.110932741856	0.130039280584	0.0932237844571	0.0713164898015	0.0892664857907	0.199117063869	0.0597161763763
a46	0.0568223769814	0.0781122035794	0.0998124871563	0.107529128285	0.132713994641	0.0991341080857	0.0841247512672	0.0960180504636	0.182282961556	0.0634499306121
a31	0.0514902584605	0.0802759840865	0.101928252252	0.107381787362	0.13465457108	0.100783351629	0.0919491672224	0.0947899750879	0.142380263219	0.0943663858507
a10	0.0491895811535	0.0862720916955	0.106094635617	0.108047903054	0.136031390313	0.0985338512097	0.0874616803675	0.084872071296	0.11879715344	0.124699644084
a11	0.0512814113712	0.0871173934252	0.106104030979	0.106616124111	0.131146887124	0.100238504003	0.0821654093492	0.0846080593653	0.123544755393	0.127177413268
a31	0.0540905928437	0.0842653824017	0.1056688413	0.107259615797	0.131486844575	0.100175141668	0.0937132544497	0.0829036355884	0.108303770684	0.132132911043
a0	0.0511957389546	0.0829052113739	0.1088056259	0.109063819112	0.129877042432	0.102763354489	0.0975452073166	0.0854145899295	0.0904008042013	0.142028609554
a31	0.0480054746915	0.0827894011646	0.114033351167	0.118973059951	0.138295429451	0.100967815696	0.0902935372322	0.0798072555765	0.0783591077138	0.148475570385
a39	0.0491099398638	0.0807762396549	0.120508686989	0.126722108557	0.14559784135	0.0968243408987	0.0941010766241	0.0687389548588	0.0754103831779	0.142210423762
a29	0.0453462273479	0.0722684424423	0.119758366476	0.123009838492	0.13590644625	0.0944818763662	0.113595181708	0.0701138032663	0.089437528266	0.136082285967
a41	0.0341093358626	0.0641941127248	0.114745962452	0.122428934164	0.130816791817	0.0884832307221	0.135317636929	0.0698774979354	0.0916276374687	0.148398866902
a35	0.0234628666542	0.0601313380683	0.113538920537	0.128188758521	0.132874640672	0.0921829569074	0.152577386183	0.0757408849118	0.0916398368429	0.129662424387
a20	0.0196348532314	0.0614540635494	0.120385953619	0.142085333	0.141170044091	0.0950207361025	0.143273359754	0.0793763392373	0.094306381301	0.103292941462
a31	0.0253857443438	0.0658356993965	0.13481778834	0.156065443053	0.14739362043	0.0871894962342	0.106466071138	0.0742088188791	0.102841311434	0.099795998694
a37	0.0272672889746	0.0576839612428	0.132493823827	0.159519997244	0.15296610561	0.0882092152781	0.106730093133	0.0711091538264	0.105035481378	0.0989848647713
a2	0.0295301014849	0.0475068396849	0.127808887469	0.165273258548	0.162816904203	0.0937518306927	0.113189875378	0.0665911630755	0.0935915871593	0.0999395295904
a20	0.0330116537016	0.0435356468083	0.119845944256	0.161749470449	0.164998047401	0.0930052574309	0.116452164193	0.0688586976252	0.0936050165198	0.10493808633
a0	0.0310237984405	0.0447818011761	0.108786335705	0.148035175016	0.1600327544	0.0954175503436	0.121547642664	0.0748629180084	0.100454027573	0.11505799671
a31	0.0422259712468	0.0495522111187	0.110910943082	0.158826329939	0.160986456467	0.0923962210479	0.101108627688	0.0765792260695	0.0994893150577	0.107924696237
a16	0.0519712817956	0.0516407232129	0.104598570581	0.150760646846	0.147458773356	0.104514644683	0.107855600563	0.0822479275565	0.0982428218192	0.100709004346
a31	0.0607561894452	0.0541490337643	0.0961577244003	0.137947259349	0.132826339452	0.107868670828	0.111144842521	0.0883332814522	0.103318087406	0.107498569649
a20	0.0682748334817	0.0530923988081	0.0837127489001	0.12636607781	0.118363083084	0.110301771809	0.113053349507	0.0990750160841	0.113329281002	0.11443142535
</S>	0.0661746625408	0.051693842334	0.0739980121501	0.105444600145	0.102365549142	0.126716407305	0.130309178253	0.107736896042	0.117976803001	0.117584025275
