 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a8	0.1166883626	0.1012970102	0.0770003039	0.0992954348	0.1028334189	0.150444424	0.2045945505	0.1478464759
a31	0.125354922867	0.109559315067	0.0786954707667	0.101959240133	0.1055761423	0.155638270533	0.201674838167	0.1215417947
a8	0.131187420822	0.112820344556	0.0912220542556	0.101788784311	0.1219189625	0.154912478778	0.182770829256	0.103379132233
a31	0.133735000541	0.124409351319	0.111150918285	0.115005970904	0.136935680167	0.137726199226	0.162882632952	0.078154247411
a46	0.127411107514	0.13147209184	0.115871863895	0.126788668435	0.132688749122	0.130310352975	0.162740324317	0.0727168348703
a31	0.117158253171	0.123900286013	0.0994625476317	0.117105371812	0.121548422574	0.138689481725	0.194497309706	0.0876383162901
a20	0.109190299924	0.109617167871	0.0827189718772	0.0950409989373	0.0942349067247	0.150541583108	0.244011540835	0.114644503097
a31	0.103322128841	0.091643146157	0.0778031248924	0.0998621081791	0.0753088863749	0.155516765103	0.263749465612	0.132794361832
a13	0.0938647406137	0.0764189448523	0.0695554785641	0.0974891021264	0.0668035370916	0.165531682368	0.294320164271	0.136016354611
a17	0.0770218585712	0.0625325102174	0.0548173789214	0.0731003474888	0.0629208747305	0.181560179856	0.342675511824	0.14537133327
a8	0.0699000975571	0.0651402207391	0.0479130026071	0.0616643901763	0.0673378374435	0.204587943285	0.346536575941	0.136919928423
a31	0.072310884119	0.080173777313	0.0492598669024	0.0603968344254	0.0644247776812	0.207428119095	0.332961492847	0.133044245941
a8	0.076185952173	0.0906426391043	0.0536872803008	0.0644809864751	0.0600747366937	0.195533335698	0.326124574482	0.133270485314
a20	0.0753324124577	0.0955890380348	0.0547874234336	0.068704070625	0.0692839740312	0.199194785233	0.303625312161	0.133482966505
a31	0.0823346453526	0.108323557545	0.0633860441445	0.075829827275	0.0740310342104	0.175309722411	0.283442929254	0.137342230702
a28	0.0886847707175	0.120905853315	0.0714753388482	0.086711044225	0.0724696754701	0.148167346137	0.269173123618	0.142412838701
a31	0.0931983577058	0.133786386705	0.0787695236827	0.095059285075	0.0806698858234	0.129479067579	0.246299085406	0.142738403834
a38	0.0982463332353	0.146388249968	0.0901355295609	0.100588014225	0.0870655374745	0.109844503726	0.231486866935	0.136244965345
a31	0.0990263790118	0.152491959056	0.0962871000536	0.104048565875	0.0896863976915	0.101184960575	0.224029209912	0.133245430382
a17	0.0974913434706	0.152153236819	0.0983471526845	0.102370955425	0.0900761887638	0.0994102178583	0.225793222637	0.134357711594
a3	0.0879011514235	0.13343105714	0.100365401695	0.0983677314417	0.0847985161879	0.109540239286	0.252229538212	0.133366384931
a10	0.0831249548078	0.10989276078	0.0989581412983	0.0901753097139	0.0847050288626	0.131584382429	0.278329150071	0.123230270244
a20	0.0803217953693	0.10099191986	0.0924510410994	0.0830073321046	0.0896836160875	0.15128865481	0.277841592024	0.124414036681
a35	0.0754138742098	0.0947896344867	0.0875898082998	0.0841967695349	0.0952378386958	0.16223376427	0.271094322008	0.129443976694
a37	0.0702611020833	0.0861436378289	0.0789916910999	0.0806256728116	0.0920694513653	0.16464105609	0.286938907336	0.140328487165
a23	0.0701475691344	0.0865172920763	0.0752810193	0.0809354028705	0.0884330581884	0.16827609603	0.287935457779	0.142474115922
a20	0.0710932542115	0.0898353775588	0.0769267216	0.0866060236235	0.0889118792628	0.16951521641	0.27870898326	0.138402543707
a31	0.0797298357238	0.0929307150529	0.0830505729	0.0902259698745	0.0910801138876	0.148066805337	0.267849316087	0.147066668836
a0	0.0865365960213	0.0968048698176	0.0894168018333	0.0949202413582	0.0945637318292	0.137466796979	0.251821252362	0.148469722345
a31	0.0893566001538	0.103879314073	0.0950008204111	0.0991903736527	0.0978298250097	0.13509188806	0.237403778121	0.142247419048
a13	0.0934262202513	0.108974952824	0.099026565337	0.102293364084	0.0986094436699	0.130557609353	0.220990814707	0.146121033749
a31	0.0969240796171	0.117476862808	0.103318784579	0.104883287361	0.100515175557	0.128689817118	0.201161154902	0.14703084645
a39	0.0998324138057	0.122793017336	0.106906694993	0.10821901792	0.103575172586	0.130118623039	0.180956583634	0.147598500683
a17	0.0935827520686	0.111029898912	0.103640395464	0.10506870924	0.101126338062	0.13944108368	0.188035338545	0.158075493561
</S>	0.0907789368343	0.104605906156	0.103720832232	0.10234878252	0.099886817231	0.14183639084	0.194531219273	0.16229111178
