 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a23	0.1160928094	0.0905119946	0.1008330205	0.081824273	0.0391256805	0.0438486202	0.052281292	0.086125957	0.1247829137	0.1507935328	0.113779919
a31	0.161152607733	0.116152603667	0.128905547433	0.0776918030667	0.0300507458533	0.0383986343133	0.0467220856667	0.0780149810667	0.107750335567	0.1303446136	0.0848160431333
a20	0.180311688244	0.137882751822	0.145909209544	0.0817220506889	0.0296254850378	0.0366432580844	0.0436752012889	0.0736249106889	0.0934047405223	0.111101439267	0.0660992540444
a31	0.179383360748	0.148453728541	0.146124727848	0.0879101538296	0.0316703721126	0.0385691911215	0.040598754163	0.0655779366963	0.0875929498408	0.108343262822	0.0657755518148
a7	0.166466276249	0.14114072378	0.139431423416	0.0801843929432	0.0337757403375	0.0383206941605	0.036159697501	0.0619308347454	0.0915310472803	0.115724510941	0.0953346527383
a31	0.15467294875	0.132522287793	0.144225913339	0.0800026805144	0.0360923429992	0.0388019738135	0.034372131767	0.0593059524285	0.0925654726268	0.118579598447	0.108858693959
a24	0.15558134225	0.121539222198	0.129966418113	0.0827805764381	0.0390582189864	0.0394486278512	0.033096911389	0.0566426256762	0.0978987761423	0.127356716082	0.116630567366
a37	0.147050907483	0.101543361599	0.0996831009043	0.0762561666127	0.0404427063155	0.0384533731971	0.033104025683	0.0607212104987	0.116246074047	0.150639518694	0.135859556989
a31	0.146460636961	0.0936127311997	0.0882006118348	0.0779283434709	0.0456545141585	0.0524119544324	0.034293993641	0.0648807023062	0.122543406282	0.152733348698	0.121279746596
a11	0.149250593787	0.0887513817332	0.0814202038116	0.078645532557	0.0469363955862	0.0678542052441	0.0355979324937	0.0638543023021	0.117177827094	0.148023271566	0.122488333132
a31	0.149418914462	0.0830230692444	0.0743790346039	0.0779131379857	0.0493527307821	0.0706160482814	0.0357341846912	0.0687946097007	0.117289526231	0.150643082455	0.122835641044
a3	0.146326670987	0.0791742970815	0.0708281839346	0.0775253988619	0.0565679362807	0.0634487939271	0.0348962450504	0.0808800562336	0.125138464344	0.153736596552	0.111477353815
a27	0.136443067762	0.0748447884938	0.0691955594449	0.0713246835873	0.0547050368936	0.056354958209	0.0369542066835	0.0835697850112	0.127981915048	0.162589592851	0.126036409138
a20	0.121124519654	0.0719719437646	0.0745714760816	0.0667517817358	0.0476850832312	0.0565189424697	0.0438533151612	0.0782198574037	0.121846933149	0.173908425817	0.143547714979
a31	0.115587769985	0.0741678695215	0.0809360029605	0.0664072502853	0.0490413340104	0.0600195726899	0.0460802339204	0.0734933666012	0.114371515716	0.176391522539	0.143503561393
a20	0.112077632455	0.0764733208405	0.0856909745202	0.0663408027151	0.0508967991368	0.0589204789633	0.0463468799735	0.0798514929337	0.113670667505	0.166081524246	0.143649424798
a11	0.098682453845	0.0747399544135	0.0861503552401	0.065633828745	0.0500869138456	0.0562255754544	0.0539633424578	0.0907654047779	0.116827530902	0.152844498882	0.154080134466
a13	0.084192483455	0.0685565452712	0.0756170021467	0.0623930937683	0.0518557156152	0.0602134721515	0.0631865286859	0.0985366963926	0.121062816301	0.146293733161	0.168091922822
a28	0.0741388668983	0.0625883283571	0.0674976089156	0.0617415152228	0.0543581189384	0.0621768151838	0.0681356854953	0.102336829931	0.124816020767	0.149298771454	0.172911456274
a31	0.0764912963794	0.0658953556257	0.0689075895719	0.0752620676743	0.0615284514461	0.0648770400879	0.0682026086984	0.0925787107103	0.113625997856	0.151393876151	0.161237007758
a39	0.0760387277665	0.0677570754886	0.0689700155573	0.0770305164714	0.0691340254154	0.065967937056	0.0675249810995	0.0866900445701	0.112590712485	0.15625544105	0.152040513519
a31	0.0733097835222	0.0695685678029	0.0698666553524	0.0763268951371	0.0733616671385	0.0662068750187	0.0686706095398	0.08172285919	0.114121855762	0.161208468883	0.14563576104
a8	0.0714563388807	0.070133874401	0.0695143961175	0.0775892020457	0.0776072723795	0.0675254983062	0.0692883705533	0.0781106603967	0.116211998587	0.158233019161	0.144329383213
</S>	0.0657448298003	0.0657509559005	0.0650804577588	0.0702857163228	0.0808301884898	0.0673139905031	0.0695169858767	0.0827379621984	0.125933707294	0.15477555008	0.152029675606
