 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.1673510652	0.09857444573	0.175613009	0.2109436655	0.231414667	0.1161031457
a31	0.178854287467	0.0922650411167	0.184844236733	0.221523574833	0.236636182867	0.0858766897
a8	0.198258973156	0.0982043929322	0.168794753644	0.215999888944	0.249841350156	0.0689006564333
a31	0.250934453052	0.108344647751	0.127764683815	0.192005660981	0.262790384052	0.0581601478111
a15	0.277670616684	0.108403406997	0.122436877272	0.179560182327	0.255466312684	0.056462568537
a13	0.255666655228	0.0944812087057	0.131975358557	0.168134050776	0.271475279561	0.078267415579
a24	0.245681291743	0.0863817521952	0.113772857052	0.161683458259	0.28948113652	0.102999467926
a31	0.268252656581	0.0826761051317	0.0903354792173	0.15949130962	0.285611475507	0.113632955842
a18	0.270819354194	0.0810776906106	0.0758864529391	0.162985686473	0.292780064502	0.116450748614
a31	0.258546130065	0.0847027371702	0.0741623194464	0.154800182558	0.284354687501	0.143433940205
a20	0.243483791355	0.0975422653234	0.0780159874821	0.160367011519	0.2588936125	0.161697320068
a11	0.200188344118	0.116460941174	0.0859405001607	0.17955496984	0.246833116833	0.171022114689
a8	0.173542590373	0.135309187191	0.105008069054	0.169429854213	0.232748073611	0.18396221623
a31	0.166700825924	0.14511619033	0.117202988551	0.158512335671	0.21531999787	0.197147654743
a8	0.153930836575	0.14370964311	0.122452867384	0.154305960557	0.215894492623	0.209706201848
a31	0.146411150925	0.14738178737	0.122012508395	0.147653718052	0.214695399874	0.221845430883
</S>	0.152048944362	0.152741265185	0.116251530597	0.137512837826	0.205659822437	0.235785582441
