 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.1111552844	0.1121592448	0.147352223	0.123082731	0.1165047354	0.1216404666	0.147701972	0.1204033453
a31	0.127907058733	0.134263023133	0.165196137	0.135704575667	0.104008492667	0.1068242436	0.134238113667	0.0918583561667
a7	0.147333812244	0.147233798378	0.168338058333	0.158309641556	0.100921037889	0.0922533140667	0.113991921956	0.0716184053222
a46	0.134818637415	0.126509757859	0.147088695044	0.180665611519	0.121039294363	0.0990854548222	0.118074789519	0.0727177593741
a10	0.127834572338	0.110674833353	0.143832456615	0.18338915984	0.130980495054	0.102764729141	0.128443886573	0.0720798741447
a14	0.130534035179	0.102252555584	0.146370742872	0.175681093947	0.121803207285	0.10043966198	0.147135398458	0.0757833119349
a31	0.129275232026	0.0876175038213	0.143913602957	0.159072620982	0.113059940428	0.10489506206	0.183627714819	0.078538332845
a0	0.119959741042	0.0759344497671	0.138028124452	0.140211106661	0.104200645076	0.111215887087	0.217236217606	0.093213833215
a20	0.106850566947	0.0720917251224	0.130812976284	0.13786546122	0.104187826625	0.120038577029	0.221346901869	0.106805954672
a31	0.104419371716	0.0713429187741	0.131729971828	0.132283394473	0.103240429542	0.12175647901	0.20097653329	0.134250881291
a10	0.101650554172	0.0722389681914	0.131510055809	0.119477197891	0.0939809412473	0.113845133003	0.18742500843	0.17987212843
a0	0.0888346513907	0.0715902617971	0.133390199003	0.11117675383	0.0923264084158	0.114167921401	0.203534102143	0.18497969181
a18	0.0859912076636	0.0728925981324	0.137711099934	0.106670344143	0.0899472626053	0.114605853867	0.217080258448	0.17510136927
a17	0.0914927305545	0.0742628961775	0.139776465978	0.101686074648	0.0835084421351	0.112297780022	0.212817360816	0.184158246223
a8	0.0889751279848	0.0732061094592	0.138215444393	0.093492583816	0.080447303045	0.115428233207	0.197884835205	0.212350362808
</S>	0.0854777477924	0.0730258664296	0.134030147796	0.088707878908	0.0784605759225	0.117711359804	0.187775671602	0.234810758304
