 	dovevo	comprare	il	pane	</S>
a31	0.246307235	0.1816682743	0.224593438	0.2074675525	0.13996349
a46	0.277303498667	0.168738492567	0.211617678933	0.2176323733	0.124707959667
a31	0.307907585889	0.149374240322	0.195955825911	0.227253284233	0.119509060956
a18	0.30328930263	0.143024587641	0.196073590637	0.226238222744	0.131374287652
a13	0.285783572877	0.144526333747	0.203883575146	0.218922542248	0.146883963351
a0	0.268827528159	0.138663667649	0.225633870982	0.216817998749	0.15005692705
a20	0.26207407292	0.133334130683	0.232941111594	0.208086691583	0.163563982083
a7	0.26756231684	0.132853791628	0.217739899465	0.199995759194	0.181848223361
a20	0.265279679613	0.132162461343	0.203525089155	0.206348521731	0.192684257787
a31	0.249741925338	0.138276376448	0.193506611052	0.21053440791	0.207940688596
a11	0.223149288246	0.140132823749	0.185826184084	0.20337204897	0.247519653532
a39	0.209545596215	0.132645947916	0.179061417895	0.202483427323	0.276263600511
a31	0.215276762072	0.135124003705	0.174478446098	0.213047797108	0.262072973504
a13	0.223028953757	0.143000998302	0.170412734033	0.220714161369	0.242843136501
a17	0.209725526952	0.151676538367	0.166288016211	0.22374570319	0.248564204834
a31	0.199507984951	0.157802215789	0.162090711604	0.210732546797	0.269866528278
a46	0.19429615745	0.16333688417	0.163312385868	0.217006753199	0.262047808759
a20	0.186783270817	0.17060156825	0.164878352356	0.239737575	0.237999216253
a31	0.192659906006	0.170490275637	0.161301539452	0.225069476667	0.250478776751
</S>	0.199594683803	0.168334622519	0.159230063126	0.208253909334	0.264586696376
