 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.1217121928	0.140114012	0.100160548	0.116847594	0.05991175377	0.134847127	0.12970753185	0.0903288382	0.1063704263
a20	0.1349766596	0.149433956667	0.113019724333	0.154026528333	0.0546955497313	0.133681596867	0.118171483917	0.0699125942467	0.0720819103733
a28	0.139985559867	0.155127700889	0.131965699844	0.188723565444	0.0551229076784	0.104948673889	0.104761136172	0.0598903961956	0.0594743584644
a31	0.139926584022	0.159994402296	0.143208995681	0.193278595081	0.0516297638661	0.0938713410963	0.109861060457	0.0496777655785	0.0585515052281
a39	0.131619634274	0.144808842432	0.145588728227	0.19723679896	0.048096494702	0.0907100902988	0.127339731752	0.0445182660728	0.0700814156827
a24	0.118559946891	0.125747479944	0.136866393742	0.181424482653	0.0495127935473	0.0948153546996	0.141709530451	0.0532877211043	0.0980762932076
a31	0.105341323964	0.116515908448	0.129575387247	0.162368181884	0.0468418911824	0.1402025631	0.151088936084	0.0516890829014	0.0963767384492
a17	0.088353071588	0.106315984549	0.128143807416	0.164748120295	0.0440492484275	0.1662347129	0.149321954228	0.0522626564338	0.10057046515
a31	0.085531458196	0.104223012916	0.125700982405	0.155720986232	0.0482575619758	0.158274800033	0.140421366076	0.0565325972779	0.125337250117
a39	0.0851810664653	0.101241226039	0.122243635335	0.144187436011	0.0512286429919	0.163346244011	0.128786365959	0.0599119627126	0.143873424172
a41	0.0787639467551	0.0949965900797	0.118200324512	0.135553655404	0.0567799522973	0.156475358004	0.111984436586	0.0724295838375	0.174816153324
a31	0.0779285119184	0.0959110072932	0.105247200637	0.111746664335	0.0712887312658	0.141366608001	0.109323927462	0.0864643758125	0.200722977908
a33	0.0749687710395	0.0928808890977	0.0952132952123	0.102099704378	0.0800676849353	0.138745067334	0.116988281487	0.0963389789375	0.202697331369
a31	0.0732399001465	0.0894094926992	0.0904733850041	0.094643036526	0.0876431054251	0.132003688045	0.120775321162	0.113207847312	0.198604231056
</S>	0.0738811526733	0.0907304702496	0.087534012902	0.086730884863	0.0973252335125	0.118384899423	0.119155166581	0.128567057156	0.197691138828
