 	venne	scritto	</S>
a31	0.467934382	0.323333685	0.2087319325
a28	0.523997075333	0.305173365	0.170829553567
a8	0.560269329111	0.279710567	0.160020098922
a31	0.59070150437	0.254566315	0.154732185374
a20	0.600340452123	0.2377578558	0.161901704658
a31	0.597616140041	0.2372456794	0.165138191019
a13	0.594268476014	0.2418348502	0.163896684806
a29	0.553525890005	0.256870681133	0.189603440069
a39	0.486323673335	0.280380329044	0.23329600869
a31	0.431342117112	0.293657862348	0.275000022897
a35	0.385001571704	0.308980826783	0.306017599632
a31	0.352888840468	0.311293296928	0.335817863877
</S>	0.340265418084	0.302443722464	0.357290859939
