 	non	aveva	cosa	a	fare	</S>
a31	0.2166039536	0.1715698516	0.1656966085	0.1805779609	0.1448885115	0.1206631118
a18	0.237688040533	0.169372564533	0.1479575861	0.1690934659	0.152233108167	0.1236552334
a24	0.234543290178	0.162441284711	0.138901237633	0.175039694633	0.158536779389	0.130537711467
a20	0.236407696059	0.164700357037	0.130528917211	0.188723715544	0.161178374063	0.118460949356
a31	0.217506585353	0.146936467879	0.10612229167	0.208547719848	0.199539744288	0.121347191252
a18	0.189735797784	0.13098249896	0.09654992529	0.218300222616	0.220868880763	0.143562661751
a31	0.173952482728	0.13231192132	0.0997431989633	0.199098557539	0.217689174921	0.177204654317
a17	0.171824255243	0.137486991707	0.101391837388	0.178297079846	0.21939712164	0.191602710506
a20	0.166690990548	0.149645868036	0.115904698329	0.169360028615	0.218344534547	0.180053887502
a31	0.158570077683	0.153215102812	0.131091653576	0.150384077805	0.197588050182	0.209151043834
</S>	0.158834251191	0.148160092806	0.136226975188	0.137600995303	0.174619562091	0.244558123917
