 	non	sono	ancora	vestita	</S>
a31	0.252078177	0.1210107421	0.2289153611	0.237873474	0.1601222427
a23	0.313690828333	0.1053502529	0.228703659833	0.226069133333	0.1261861251
a31	0.407887562778	0.1061262822	0.217391863944	0.177901018311	0.0906932531667
a7	0.445236581593	0.123940507833	0.196168141048	0.156375213237	0.0782795263222
a31	0.470239863864	0.122457579878	0.187663329816	0.144986321946	0.0746528865074
a13	0.453960419288	0.114948281093	0.186025101405	0.158753603182	0.0863125953025
a31	0.385260938029	0.104183620698	0.184235855268	0.204835447994	0.121484141368
a37	0.32264324161	0.0996729132327	0.185515142689	0.222968963798	0.169199735389
a18	0.26348749787	0.116479604744	0.177992273163	0.226364473066	0.215676145396
a31	0.219781610357	0.140925466915	0.174650680388	0.224769275355	0.239872969132
a46	0.185446471786	0.153733722238	0.173011643729	0.210420616118	0.277387563044
a8	0.165422231529	0.150892346146	0.163197480043	0.208650806039	0.311837147681
</S>	0.161286125265	0.149252255273	0.160486057821	0.211893908019	0.31708165284
