 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a31	0.1047457507	0.07116582197	0.0943105727	0.09009329542	0.135601453	0.1519513304	0.2045404314	0.1475913445
a20	0.119624579567	0.07859832757	0.0965457995667	0.0692948928867	0.1271331854	0.1488436008	0.220357848733	0.139601770567
a31	0.141981569189	0.0955202282567	0.103530006989	0.0599250975156	0.1214774972	0.128434121933	0.227271702911	0.121859780589
a29	0.14138143473	0.0998087361722	0.123959397396	0.0527675841985	0.127455061133	0.113090186111	0.225988659637	0.115548940663
a31	0.143271465243	0.101963709011	0.142705542665	0.0495435478462	0.144334982111	0.108275102104	0.201805380146	0.108100268088
a20	0.136757791748	0.097864017937	0.173578172395	0.0435934945154	0.154385987504	0.105122621901	0.178702891315	0.109995023896
a31	0.123931122316	0.091318268779	0.197807752025	0.0402144491851	0.159761177301	0.1033668705	0.170892759038	0.112707604299
a18	0.117039166239	0.0877473353263	0.208172039955	0.0403406310884	0.160352573767	0.1033480068	0.174947193479	0.108053043566
a20	0.10193436048	0.0833414841088	0.219071805278	0.0380268339161	0.138409957256	0.0956023460333	0.19199799616	0.131615197922
a31	0.105620638227	0.0934730454363	0.217213112646	0.037419098852	0.127959297085	0.0979650134778	0.19594226592	0.124407525041
a28	0.112018091476	0.101318482745	0.220072681035	0.0394713444173	0.124816717695	0.0988841845593	0.19502655024	0.10839194748
a31	0.123599009825	0.106427822982	0.202250543212	0.0420090229924	0.114393466565	0.10189585392	0.194941347813	0.114482924027
a11	0.138723090208	0.113844730594	0.173460721004	0.0438994060508	0.109176886588	0.103704404573	0.202996414804	0.114194343742
a24	0.131876347003	0.106269808265	0.149340343001	0.0446588919169	0.114427246996	0.0967652550577	0.229232343001	0.127429756914
a38	0.127367435868	0.108505060955	0.1285111278	0.0512356174723	0.112000546599	0.0960350499526	0.2306590554	0.145686096438
a31	0.136789957689	0.115919338052	0.124558627667	0.0667458467574	0.0997631840663	0.0979067151842	0.2138547214	0.144461610546
a46	0.133956828763	0.114132452284	0.121288945556	0.0770326486858	0.0905540866221	0.113393009595	0.204044140067	0.145597897049
a20	0.118932171988	0.110070121295	0.123941088652	0.0854139891286	0.090031663674	0.123926092132	0.192826542689	0.154858342283
a31	0.122138314363	0.110295619032	0.125370774884	0.0968436603095	0.088764986358	0.109492944044	0.182600053163	0.164493666428
a46	0.130168062088	0.112360989277	0.116059798828	0.0999742125032	0.0830653798527	0.103178049348	0.172163695654	0.183029829543
a31	0.123559515829	0.113519100092	0.120013690609	0.102940538368	0.0788199729509	0.100829617449	0.171058081151	0.189259489448
a8	0.121491535743	0.115199856297	0.12190361247	0.107714808789	0.0779417241836	0.106307191483	0.171214813317	0.178226462083
a31	0.119453463048	0.115866533499	0.12278306329	0.10946331973	0.0781333507945	0.109050354361	0.167936472772	0.177313448694
</S>	0.113683474224	0.116221419449	0.128051423445	0.109682050865	0.0769075709972	0.0991120999805	0.171654844886	0.184687121347
