 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
a8	0.0936232085	0.1123627875	0.1035085282	0.1069583413	0.1113781902	0.0989951595	0.1449219912	0.1379655714	0.090286224
a31	0.0939105522333	0.120824144167	0.0942779925	0.0921404789667	0.1031553174	0.0906897690333	0.1627423244	0.162310496867	0.0799489374667
a46	0.0946115999444	0.130128586056	0.0953358464667	0.0874577983889	0.095940611	0.0919713706778	0.152860128	0.170654119756	0.0810399573556
a8	0.0909729407148	0.131325864085	0.0982489124222	0.089222022863	0.101416247133	0.0948285981193	0.143199878133	0.171134974119	0.0796505677185
a20	0.0892378234383	0.134672579695	0.100946766474	0.0980405168877	0.102614504578	0.0920218215331	0.136143842178	0.163948205906	0.0823739320395
a31	0.0974881137461	0.131587214498	0.0981345988913	0.105613081963	0.097758145326	0.0832393032444	0.127362422526	0.159159012369	0.0996581074798
a20	0.089335704382	0.115274262233	0.0870938336304	0.101349802121	0.0975711439087	0.0785523869481	0.132837220642	0.173726084123	0.124259566027
a13	0.0759444720607	0.102814525478	0.0830129964768	0.0953111697737	0.0960407991696	0.081433703116	0.133766813481	0.189215163908	0.142460360876
a14	0.0803076623536	0.0999091561593	0.0818934834256	0.0905849654579	0.0959698269232	0.0817235623053	0.13010420416	0.189068425636	0.150438716559
a0	0.0826331703179	0.0984106805198	0.0823194222752	0.0874160880193	0.0937259325744	0.0846306850351	0.13005481912	0.185557484745	0.155251704653
a31	0.078351493906	0.0992677036399	0.0780972483584	0.0791992175398	0.0883834569248	0.0862667662784	0.127957661907	0.197601303582	0.164875130218
a37	0.075904884502	0.0975954579466	0.0709428638528	0.0721077065799	0.0898987098416	0.0840824607595	0.127196738502	0.211290245127	0.170980924206
a35	0.0672969053007	0.0861918557822	0.0631569548843	0.0752740862266	0.0925568166139	0.0802570362865	0.135983855167	0.219479374842	0.179803115069
a17	0.0584192793936	0.0794817077541	0.0559612015948	0.0810636631755	0.089151871938	0.0764707239288	0.150652719389	0.238324495414	0.17047434449
a31	0.0554867114579	0.0813585366114	0.0526603750983	0.0809466070585	0.082409520446	0.0774188840429	0.155022673996	0.260110294671	0.154586408563
a15	0.053287737826	0.0769693749038	0.0497061989261	0.0761762125195	0.0811099036153	0.0781756109476	0.162079268265	0.262755539624	0.159740158254
a31	0.0532298335153	0.0666333594013	0.049939833002	0.0850059998065	0.0854836108051	0.0739061602492	0.165977988422	0.273308355675	0.146514864685
a46	0.0504434663251	0.0562520342338	0.0464709567807	0.0845273880022	0.087967267735	0.0698910688164	0.170569163941	0.293023080358	0.140855579828
a35	0.0448860200417	0.0492057133779	0.0386134625069	0.0715853286674	0.082010663045	0.0728916001388	0.186028471847	0.319851229319	0.134927512276
a20	0.0435586277006	0.0475207278926	0.0360520848356	0.0742689347558	0.0792824168817	0.0725423933796	0.199980365282	0.337418754973	0.109375693425
a31	0.0455474764069	0.0502883405309	0.0412916767452	0.0782080469186	0.0891836518272	0.0726471718599	0.197995090027	0.326611275191	0.0982272602083
a17	0.0447058052023	0.0501825319903	0.0433351596484	0.0784765037729	0.0884570449424	0.0775824153866	0.179754066276	0.32891092473	0.108595548469
a20	0.0403463532874	0.0446412077434	0.0382830784161	0.0795727298576	0.0824320399141	0.0750287703955	0.180533393425	0.340394061443	0.118768370156
a8	0.0356255064558	0.0399967764478	0.0346854613787	0.0786938853259	0.0768045367714	0.0724107324985	0.187397810475	0.353459394148	0.120925885719
a23	0.0324065531586	0.0391222458159	0.0362622626329	0.081381895082	0.0707688931238	0.0753615583662	0.187688481492	0.348421506383	0.128586602773
a46	0.0324376123862	0.0405466938053	0.041037380011	0.0852906154273	0.0702825482413	0.0786277305887	0.181107984497	0.331349824661	0.139319626258
a8	0.0337562803954	0.0402870156018	0.0429516232703	0.0873272896758	0.0744378126138	0.0799964379296	0.169020298166	0.319076594687	0.153146654619
a31	0.0402768784318	0.0477827886673	0.0526612658234	0.0858558844919	0.0772952963379	0.0789295725099	0.144755580455	0.319420972029	0.153021763406
a17	0.0424054215773	0.0515009964891	0.0540713262078	0.0798915752973	0.074621840446	0.0801363935033	0.125769710818	0.334316951676	0.157285781069
a31	0.0416020197258	0.0467411170297	0.0485041372693	0.0770847063658	0.086147155082	0.0820421367011	0.119418125539	0.351598542225	0.146862047223
a37	0.0440988953086	0.0448399598099	0.0485413246231	0.0808105032553	0.0997555874273	0.0827482059004	0.113616633246	0.363824825942	0.121764055474
a31	0.0444280386362	0.0427296496033	0.050180838341	0.0876934610851	0.101796638542	0.0842857252335	0.111967980815	0.367964799181	0.108952862491
a30	0.0454554178121	0.0427769383344	0.052186475047	0.0948237818284	0.097312363714	0.0881165100778	0.109207358272	0.36271450386	0.10740665023
a21	0.0443941234707	0.0443136413115	0.050485339749	0.101278218609	0.0839053371047	0.0890047957593	0.112402875691	0.354401096487	0.119814555877
a10	0.0394859924902	0.0426293707038	0.0488565421163	0.097675130003	0.0825059179016	0.0908813585864	0.121062875697	0.358125087896	0.118777696426
a39	0.0360963233301	0.0406728799013	0.0452264230388	0.0867271011343	0.0892098091672	0.0924198449955	0.128978857232	0.363442761565	0.117225993075
a38	0.03457792481	0.0413850731671	0.0438301026796	0.0798216852448	0.0890672275891	0.0933650596652	0.131237514544	0.361038585322	0.125676818625
a41	0.0346571679633	0.042974811789	0.0467387332932	0.0836456955483	0.0919975571964	0.0985745700217	0.129574601048	0.344694675507	0.127142166408
a18	0.0345780052811	0.042900541663	0.0497766116977	0.0924418664494	0.0962510869988	0.100479794607	0.129764371549	0.330174523036	0.123633188336
a31	0.037119395427	0.0448075975543	0.0536323675659	0.0958424231498	0.0961126635329	0.101814907002	0.123921960916	0.318775262145	0.127973417845
a21	0.041957386009	0.0500744222514	0.0606772409886	0.103049065183	0.100583059578	0.103816373201	0.110388442439	0.292274630915	0.137179377282
a20	0.044433921603	0.0554507101505	0.0673003343295	0.113959420661	0.109112651993	0.107158954934	0.098327725213	0.264569985372	0.139686290761
a31	0.0488992909343	0.0562073862502	0.0685632358432	0.111783133287	0.113109353864	0.104109359045	0.0919686905377	0.265896436457	0.139463105654
