 	devo	comprare	il	pane	ogni	giorno	</S>
a31	0.1062347503	0.0920636355	0.1274439989	0.118944405	0.1575627615	0.252054613	0.1456958513
a0	0.101333134367	0.1030243183	0.135113222367	0.115143319333	0.160829261633	0.250946670733	0.1336100851
a31	0.110157744389	0.123652116833	0.144439690922	0.0994237367777	0.154126909744	0.247910090311	0.120289713033
a13	0.113392401463	0.116048710678	0.127426995841	0.0764871997259	0.145176113781	0.269193004437	0.152275584144
a31	0.110408713988	0.100265179626	0.110796403947	0.062458403442	0.14342572246	0.278408966812	0.194236630315
a8	0.107632663563	0.085429440562	0.0962414645157	0.054248108234	0.139783321487	0.285510358937	0.231154667905
a31	0.106101904454	0.0750174196207	0.0817655311052	0.0508991342313	0.131182571296	0.307019402979	0.248014057835
a13	0.107519767018	0.0684289251202	0.0750617073684	0.0491569195104	0.125160408432	0.325461410326	0.249210869145
a31	0.105371837606	0.0662382792734	0.0682027214561	0.0447643238701	0.120006011077	0.326528850775	0.268887969115
a17	0.104287239335	0.0673512917578	0.0678286298187	0.0445802751567	0.117309363226	0.323840305192	0.274802892972
a31	0.105670271845	0.0690188230526	0.0678551331396	0.0459350937189	0.117646466809	0.321365296664	0.272508923657
a13	0.106037445415	0.0703303624175	0.0680529529799	0.0471827264396	0.12179635527	0.325649536221	0.260950627686
a31	0.106400104472	0.0717502430058	0.06755682286	0.0481563121465	0.13276356889	0.327791721407	0.245581235895
a28	0.107018849424	0.0732609926686	0.0688408288867	0.0512662527822	0.138245729363	0.327369175536	0.233998177698
a10	0.106675745841	0.0693793736895	0.0704804048956	0.0517742373941	0.134459594254	0.337826252245	0.229404399566
a31	0.10905660598	0.0746624206965	0.0793662870985	0.056310053598	0.143271337151	0.334714073082	0.202619233255
a30	0.116521836593	0.0780377852988	0.0833785155195	0.0617636721327	0.143476020517	0.330915998694	0.185906169152
a31	0.124786391104	0.0825847563663	0.0861941213265	0.0652214564442	0.136085431772	0.325586144898	0.179541699917
a20	0.138467358135	0.0864807606954	0.0834224850822	0.0677643559481	0.130193375257	0.325039793299	0.168631876106
a28	0.159139276878	0.0899693218718	0.0781061469341	0.0667375047827	0.118749191752	0.320343222766	0.166955327102
a31	0.167515461979	0.101938796424	0.0862878617114	0.0741151587942	0.122609376584	0.287459206255	0.160074124034
a35	0.174999309853	0.106496433141	0.0901995161038	0.0785541357314	0.128863836395	0.270437087418	0.150449666745
a31	0.174565142298	0.106990509714	0.0915852754346	0.0799618399105	0.131279960332	0.261241052473	0.154376214048
a46	0.174662729833	0.111555352771	0.0978866797449	0.0840589257035	0.123467700844	0.244025584558	0.164343029216
a31	0.170288321344	0.11363109539	0.098994308415	0.0870170129678	0.120847385281	0.234112765919	0.175109109539
a10	0.150554599708	0.117504770197	0.103212559725	0.0924707317226	0.125914637627	0.22915613364	0.181186559846
a8	0.151876505783	0.121440810932	0.114011236728	0.101574952108	0.128459488142	0.216205492213	0.166431499949
a31	0.153121209061	0.118369330511	0.112924772309	0.101891892036	0.132934758314	0.208656270071	0.172101745983
</S>	0.1458913802	0.115443583755	0.106346465654	0.096516884018	0.132825785557	0.214831874035	0.188143999991
