 	ora	ho	finito	di	scrivere	</S>
a23	0.195473842	0.167200054	0.130230647	0.1607587446	0.194933936	0.1514027827
a31	0.266007670667	0.202166318667	0.139721208733	0.154419859933	0.141032788133	0.0966521469
a28	0.331895380222	0.231469361556	0.134436546178	0.135533995111	0.104187629478	0.0624770851
a31	0.355296914074	0.241286589185	0.134826383859	0.12402657537	0.0919694454593	0.0525940996333
a41	0.330473362025	0.224853021462	0.144314809553	0.142921934477	0.0940329788198	0.0634039008111
a21	0.289555933342	0.192781361287	0.145684962118	0.169532006259	0.106751839607	0.095693913137
a24	0.267360515781	0.175396478829	0.142351232506	0.169315276473	0.118860899002	0.126715614246
a31	0.285419997594	0.176236333943	0.134827197835	0.155651455864	0.118697883467	0.129167137482
a39	0.281680301198	0.186367887314	0.120071571145	0.145517333888	0.118774542822	0.147588372227
a31	0.250260308066	0.180575903438	0.106601031982	0.146101757896	0.141140206607	0.175320794342
a28	0.230103706955	0.155814759146	0.105763593194	0.158953199632	0.174262696869	0.175102039447
a31	0.196081063452	0.131743596382	0.105687226198	0.172010491877	0.197888101623	0.196589516416
a20	0.173729129351	0.121119781194	0.103285052533	0.177854261292	0.209476004541	0.214535762072
a37	0.174272129117	0.127575782531	0.100202536911	0.169676498697	0.204957140847	0.223315902024
</S>	0.179324653558	0.130982292866	0.0960991890555	0.160458783748	0.197661347424	0.235473724012
