 	questo	muro	vuole	uno	specchio	</S>
a31	0.283526682	0.188008993	0.1670128346	0.1192361567	0.1263416347	0.11587371585
a24	0.3228032	0.220213481667	0.168199931933	0.0982263273667	0.0967805239	0.0937765557833
a31	0.302963307333	0.254805067889	0.191842305311	0.0865154224556	0.0902114571	0.0736624618878
a41	0.267798688244	0.255013678296	0.22727227417	0.0784950118185	0.1129961101	0.0584242529559
a39	0.253132782815	0.235183700032	0.24262080779	0.0918207608395	0.12166115382	0.055580801952
a43	0.296892169205	0.223340461611	0.219226759263	0.10447510818	0.0989674171933	0.0570980903173
a24	0.358768651068	0.216771743204	0.185955028421	0.0965914509267	0.0845952371311	0.0573179005058
a37	0.378021303689	0.215952975068	0.16895660014	0.0938181993089	0.0831161877104	0.0601347415686
a20	0.34947426403	0.214358920756	0.158706078047	0.094671844103	0.0988236289701	0.0839652732895
a41	0.31562288641	0.216457566385	0.153089356482	0.089389565701	0.11662899719	0.108811637663
a18	0.314304023737	0.212357095195	0.139327062694	0.0848389364337	0.123999960597	0.125172929154
a31	0.321578368179	0.221302465465	0.130979457565	0.0756611378112	0.110388406406	0.140090171718
a11	0.324150567326	0.223304311288	0.132884755855	0.0681268529371	0.094686894242	0.156846612039
a31	0.334017948109	0.219187366829	0.133583634552	0.072399660779	0.094332901914	0.146478475346
a29	0.309196313036	0.224842662943	0.140035138517	0.0846242865263	0.106693077571	0.134608496649
a7	0.263315286365	0.208137454314	0.141136689172	0.0949343148421	0.135163442724	0.15731278935
a31	0.237452945808	0.182976272105	0.138814065457	0.110667066147	0.149142977241	0.180946675317
a37	0.222246510203	0.165194297368	0.136446791552	0.124874102849	0.14765425848	0.203584056306
a31	0.195810146001	0.148382699456	0.132275124784	0.138025175683	0.160661815893	0.224845042769
a20	0.162148818334	0.138094236152	0.136887169995	0.150627896228	0.171826615964	0.240415258256
</S>	0.152627761167	0.136838159076	0.139357571997	0.150448762114	0.172346166982	0.248381583128
