 	non	mi	aspetti	che	non	vengo	</S>
a31	0.150396434	0.1597253267	0.1222625315	0.1693402546	0.1804710485	0.1120521813	0.10575221413
a37	0.164295813333	0.174354464967	0.1270622483	0.177946883267	0.179282770167	0.0976188353	0.0794389796633
a31	0.181809157778	0.189993105256	0.148876068833	0.170125019089	0.163760846722	0.0886866519333	0.0567491411678
a24	0.182775889459	0.199919701885	0.147515429211	0.167715105696	0.153305978241	0.100158905878	0.0486089773359
a46	0.18002955002	0.203417994295	0.12681117627	0.172191558499	0.14227766368	0.117050432826	0.058221610712
a31	0.174696005073	0.205528191498	0.115400749623	0.1627067681	0.14735725616	0.131777241075	0.0625337708373
a1	0.151186915958	0.183059015433	0.120495338274	0.167868004967	0.147025327053	0.156062026958	0.0743033638124
a31	0.129446250919	0.148698029944	0.125633730225	0.157819873922	0.140834071351	0.186216555253	0.111351491071
a20	0.116750912106	0.128422280781	0.127250779808	0.145446290974	0.14773353645	0.195228090818	0.139168113757
a41	0.106321963529	0.107947706527	0.129725778536	0.155904484858	0.149120047483	0.194687955339	0.156292074786
a31	0.100285271403	0.0951998400557	0.125042420579	0.152190156486	0.148057754494	0.184011750046	0.195212816595
</S>	0.0988050849015	0.0932121464479	0.12539816359	0.147047858243	0.148144252247	0.165997442423	0.221395059497
