 	non	sapeva	dove	a	stare	</S>
a20	0.188445506	0.1841659524	0.1480822173	0.1702658688	0.1781170774	0.1309233729
a31	0.234104504	0.209969382733	0.144183585167	0.1417793958	0.169973430467	0.0999897037
a37	0.2335185856	0.216729755911	0.153976443256	0.153053389467	0.168927404156	0.0737944265667
a38	0.207605589467	0.199873327304	0.165538221352	0.166008031689	0.184229942052	0.0767449054556
a31	0.201264708489	0.190893727235	0.149683881984	0.146818194563	0.232679184351	0.0786603048852
a41	0.176386090563	0.177387073678	0.127433711928	0.150193916188	0.278167067117	0.0904321250284
a10	0.136566034588	0.166799935026	0.119831508309	0.168351494063	0.308205075706	0.100245939076
a20	0.112178365396	0.154256448209	0.110450154436	0.165520708688	0.357595008902	0.0999993069587
a9	0.0995987149987	0.14647369307	0.114485913612	0.156806447163	0.372209960301	0.110425280853
</S>	0.0945603114993	0.149939967235	0.127504002006	0.154864915981	0.356265420651	0.116865403827
