 	forse	non	li	ha	a	casa	</S>
a28	0.1390874681	0.1204050089	0.16843375607	0.149968727	0.1482042428	0.143565009	0.1303357991
a10	0.1630400857	0.146529520433	0.178976261003	0.148592445	0.137770217733	0.1269397234	0.0981517491
a31	0.201966395233	0.201739952078	0.173682315434	0.1223671022	0.116142646644	0.104738035667	0.079363558
a21	0.206668323078	0.228138907693	0.151695628045	0.130136813267	0.104393848148	0.099412997489	0.0795534784333
a37	0.189377314359	0.214722586564	0.131848869215	0.139720677756	0.114251512916	0.116906020896	0.0931730012778
a31	0.194712019186	0.221390174188	0.125256578025	0.117793627919	0.118010097505	0.119568928765	0.103268567226
a37	0.206015034129	0.214081829329	0.120098598662	0.099225982973	0.112206693168	0.118573181722	0.129798680342
a31	0.240888602043	0.20964294331	0.119011273841	0.0891631568577	0.102473530456	0.106387680107	0.132432818447
a37	0.268532958748	0.20175467737	0.11535330844	0.0837227966192	0.0958664038187	0.0956039619023	0.139165906949
a31	0.294459115983	0.17585397179	0.111133749587	0.0836311451597	0.0919014293396	0.0956564244341	0.147364184383
a21	0.294544013994	0.182933702597	0.105838360929	0.0859113358066	0.0956606237799	0.100008186611	0.135103786794
a31	0.254652738331	0.186155234132	0.108184634976	0.0878134068689	0.104029472127	0.113158269804	0.146006235598
a20	0.22672254631	0.190420304644	0.110292633992	0.0928227336896	0.107588271642	0.117065509801	0.155087985333
a31	0.19507938097	0.184650739548	0.112326837664	0.0982738284965	0.116490231681	0.1294368662	0.163742105911
a37	0.170714043323	0.167191030516	0.122422966888	0.102586303299	0.122520612094	0.143078152733	0.17148689897
a33	0.143838004774	0.147505918505	0.126883781963	0.110837555166	0.134000341365	0.162274284911	0.174660119657
</S>	0.123159525387	0.130645002753	0.132261690981	0.115128991283	0.144323834682	0.178304660455	0.176176291829
