 	voglio	che	Maria	che	venga	domani	</S>
a8	0.128235261	0.144795404	0.1047105584	0.1163049586	0.2041105584	0.1071500595	0.1946931837
a31	0.147143538733	0.162611568867	0.1135705074	0.117141631533	0.200452774	0.0934955417667	0.165584433433
a8	0.166641123311	0.172150283156	0.1202978358	0.125372722778	0.189598177867	0.0855860146556	0.140353849811
a31	0.198012637104	0.185791645052	0.124138565333	0.134934238259	0.174093618289	0.0752555424185	0.10777375227
a24	0.218193361101	0.182212766551	0.110222426378	0.154198286086	0.17268151803	0.0626256569395	0.0998659805567
a31	0.2201106531	0.179192028784	0.093132763326	0.159366233762	0.19869804281	0.0566005142465	0.0928997597189
a46	0.205094464767	0.175180287328	0.0765664843087	0.129611201321	0.238703206737	0.0519369911488	0.122907356106
a31	0.186782889989	0.166277292243	0.0627181548229	0.097590510307	0.261591675446	0.0529876013163	0.172051873635
a29	0.179298918663	0.169110036281	0.061740521461	0.089784274569	0.283899656149	0.0516118156388	0.164554789012
a20	0.160111448221	0.160601859694	0.058582589887	0.0895024294563	0.313039620183	0.0584573620129	0.159704716337
a0	0.14619671874	0.135359451431	0.0551881669623	0.0875785820854	0.324093671728	0.0807732181376	0.170810200246
a31	0.134700419247	0.127274337744	0.0530828901874	0.0801080524285	0.327361621976	0.0833840423125	0.194088625415
a23	0.128203823416	0.135634602515	0.0559382015958	0.0749831066095	0.320526383459	0.0887679883042	0.195945890472
a31	0.123166465939	0.120028126238	0.0601953867986	0.0819853366698	0.311312894886	0.0999935795681	0.203318207957
a18	0.118971323713	0.102735682213	0.0632670177329	0.0856492332899	0.284324085695	0.124014464256	0.221038185719
a37	0.116835639038	0.116043209871	0.0784601420443	0.0856057043633	0.248042013898	0.154540910352	0.200472367906
a31	0.124776523346	0.124402243624	0.0910250076148	0.0857061637211	0.223554345633	0.155610556784	0.194925149235
a20	0.128311826115	0.121015430808	0.0994355414716	0.0914514652404	0.197121687211	0.163169684928	0.199494354345
a31	0.131104068478	0.124036941829	0.107285569291	0.0981866394801	0.16957688707	0.170107969643	0.199701911115
</S>	0.139395847599	0.124661829255	0.107833992646	0.10036695574	0.154596410535	0.168614869822	0.204530083057
