 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
a33	0.0735376456	0.0855720576	0.0563684869	0.0943775601	0.0717809632	0.0681499822	0.1096120745	0.0998278479	0.1020136334	0.1203281571	0.1184316016
a31	0.0810844439333	0.095053316	0.0635015628333	0.124149267233	0.0672617370667	0.0697895698667	0.1265927649	0.102717509967	0.0691120968	0.111122921833	0.0896148209333
a7	0.0878854985778	0.108020328733	0.0663417969444	0.143496446544	0.0747325555556	0.0723624944422	0.1355689207	0.0958164656557	0.051001244	0.094006657011	0.0707676049778
a0	0.0972743583259	0.132536753844	0.0631442326481	0.131952245715	0.0863713023852	0.0760916113007	0.128076599967	0.0910240607519	0.0445837700667	0.078683554537	0.0702615256593
a31	0.104792427775	0.143532372415	0.059163129816	0.123095769572	0.0859995205951	0.0827981745002	0.128813186056	0.0890533727173	0.0403495644222	0.0753913024457	0.0670112009531
a37	0.093526503525	0.124768955472	0.0568194868053	0.129303715191	0.0862369955317	0.0900483972334	0.135814757485	0.0953854593058	0.0378888286074	0.0804129503486	0.069793964451
a8	0.071998839175	0.089730104824	0.0499338958018	0.135393804064	0.0902170209772	0.0920732522111	0.141775269228	0.0975646045419	0.0428334760025	0.0909507605829	0.097528974817
a37	0.062647412925	0.0755375179413	0.0483612052673	0.155112434621	0.0879460987924	0.0877364962704	0.148582664276	0.0912756654206	0.0455204570008	0.0935299167276	0.103750124672
a31	0.0617448546417	0.0714282174471	0.0511785510891	0.17458064514	0.0845223656641	0.0891437578235	0.149429587492	0.0982686489402	0.0453103006669	0.0875372044425	0.086855858224
a17	0.0554933229472	0.0637928112824	0.0419962544097	0.164306695047	0.084090938688	0.0946760302745	0.151895809631	0.108087853113	0.048804856689	0.0943605536808	0.0924948702747
a37	0.0547750301824	0.0632282688275	0.0359240146699	0.150690691349	0.082471865496	0.0931071348248	0.158457874677	0.104246595704	0.049541470163	0.101102798027	0.106454250958
a31	0.0548601726608	0.0637994409425	0.0348823134566	0.165868456383	0.0808852619653	0.0931089848083	0.162934557692	0.105412918101	0.048005652121	0.093671055409	0.096571189386
a14	0.0530528939536	0.0589281714475	0.0334619421789	0.183071104394	0.0794956851218	0.0914445218028	0.168028689897	0.104311704567	0.0475797195737	0.094253186803	0.0863723959953
a3	0.0498188421845	0.0537228282825	0.030198227093	0.170855806398	0.0763429966406	0.0882278246009	0.173287257299	0.100950640589	0.0501069540579	0.109972278001	0.0965163583984
a11	0.0444826401948	0.0471429010942	0.026046494751	0.160146071733	0.0763891170802	0.093166747467	0.1778387863	0.10235671233	0.049580716086	0.114282394134	0.108567417466
a35	0.0419287515983	0.0429752759647	0.026469960417	0.157449504578	0.0770506233601	0.0935416513557	0.175774719933	0.100216741977	0.0474749460953	0.121905223245	0.115212601889
a8	0.0383469506661	0.0377807077216	0.0261976175857	0.153359967526	0.0746267621867	0.0870868070519	0.163735942878	0.0966810949257	0.0507495574984	0.131337633815	0.140096956163
a23	0.037962837222	0.0358998065739	0.0250375220552	0.154402568775	0.0766574247289	0.0867918006173	0.162092746626	0.0990920336419	0.0535900470995	0.118995294872	0.149477913588
a31	0.0379529111407	0.0377826607913	0.0277354579651	0.167720763458	0.0764123085763	0.0880188890058	0.171515556542	0.109701739881	0.0585286941665	0.103104365157	0.121526654263
a11	0.0320281333802	0.0333559312971	0.0258220852084	0.172140744086	0.0703112343921	0.0854707587353	0.184478039447	0.117149219694	0.0706705583555	0.101079908986	0.107493386288
a10	0.0261103654401	0.029154272399	0.0208413942895	0.163661220029	0.0702358164974	0.0891741912451	0.188930949082	0.124477255231	0.0768455650185	0.106478432329	0.104090530296
a31	0.02716784986	0.031435405133	0.0224224807698	0.169707317743	0.0731307143325	0.0938737147484	0.183765012161	0.132378770744	0.0724650202928	0.104277177376	0.0893765251653
a10	0.0262608465533	0.0307967856443	0.0220709114833	0.172057161648	0.0743103845108	0.0925918275161	0.17718802332	0.146013337648	0.0737858930509	0.106514504192	0.0784103328084
a35	0.0205927743378	0.0243846739614	0.0172464260278	0.160937135749	0.0740803017036	0.094488890572	0.177550737507	0.153430419883	0.0902315769503	0.115577463331	0.0714796235561
a20	0.0172024767259	0.0196554772005	0.0152945948226	0.15850568945	0.0812624369679	0.104041613591	0.172476060502	0.157805961294	0.0950660226501	0.115401207844	0.0632884750854
a31	0.0200852767353	0.0216120349602	0.0183722615542	0.140819632683	0.087568879656	0.108679673664	0.157731343634	0.177209921098	0.0799722399167	0.112949148948	0.0749995894618
a20	0.0200199949851	0.0215905443934	0.0183122939914	0.112468144094	0.0824670516853	0.106518628221	0.158916300345	0.200099165033	0.0790278701189	0.113035294249	0.0875447144873
a31	0.0211596383417	0.0231896953778	0.0183950791838	0.099774026098	0.0771815504951	0.0999542317403	0.174367903782	0.212100296678	0.0750170764196	0.111155218083	0.0877052892958
a35	0.0233511715672	0.0249184033126	0.0194147611546	0.0938407139993	0.068894959365	0.0898593462468	0.209516550994	0.199526660159	0.0734934519399	0.106084253361	0.0910997185653
a14	0.0177218927291	0.0200389673642	0.0155969223382	0.0912169231664	0.0618819933883	0.0871959060823	0.238805762065	0.194744697253	0.0872470395133	0.0995161942537	0.0860336750551
a37	0.0139502840204	0.0163713640614	0.0137388905061	0.101945490989	0.0619540316628	0.0883068131608	0.243112573888	0.203839020018	0.0902031996378	0.0958345260179	0.0707437919517
a19	0.0126427199841	0.0147313431538	0.0142539687687	0.141272659196	0.0586698068876	0.0815863515203	0.257196296829	0.183583798539	0.0779324964793	0.097085130406	0.0610454272506
a28	0.012304125528	0.0138943474513	0.0151132676322	0.164932595932	0.0524734851625	0.0712713166401	0.289606161743	0.153968704713	0.0623204111931	0.0979113159353	0.0662042594835
a21	0.01308338244	0.0146497977638	0.0162095720494	0.158250875311	0.0477093112542	0.06841015528	0.312140873048	0.142465419438	0.0598060930844	0.0947399372451	0.0725345745612
a11	0.0147029590307	0.0162168144879	0.0178301545211	0.156826399104	0.0443497897514	0.0663657282667	0.320380252349	0.134116310679	0.0632039390148	0.0906229291484	0.0753847310537
a37	0.0180814871736	0.019464646796	0.0207942661024	0.157413405301	0.0445103601838	0.0637238155289	0.319401259983	0.126767799226	0.0628921789383	0.0852901897828	0.0816606074846
a29	0.0207939087812	0.0220016629187	0.0230485071675	0.155964640034	0.0457732120613	0.062027801443	0.313928461661	0.121471776209	0.0649416344461	0.0844142979943	0.0856341088282
a18	0.0216747663271	0.0224491339796	0.0238379302292	0.148617010211	0.0471816861538	0.0618430509477	0.305437872354	0.119742092203	0.0733071889487	0.0891260009981	0.0867832712761
a31	0.0287938663757	0.0276000769465	0.0274294818631	0.138492691937	0.0498158415846	0.0619320505159	0.288356776318	0.119971031934	0.0769124968496	0.0882019007327	0.0924937921587
a20	0.0347347274186	0.0333617816355	0.0325543588544	0.137097261446	0.0533631013949	0.0601031798386	0.248985506706	0.112918651511	0.0825085820832	0.0989075531109	0.105465310653
a31	0.0418138835395	0.0402714435652	0.0382985472848	0.122787561349	0.0564028597316	0.0611615567462	0.211892625502	0.11140392117	0.0891628759611	0.107541173904	0.119263550818
a39	0.0491416802598	0.0467681207417	0.0444715667616	0.107562714116	0.0591465167772	0.0654737563154	0.180095405367	0.114817041057	0.098177725987	0.106746160635	0.127599301739
