 	lo	ho	finito	di	fare	</S>
a8	0.2043304955	0.1741350105	0.1057250393	0.1713964449	0.1753026517	0.1691103516
a31	0.240388250767	0.197040440833	0.0853628721667	0.173528331567	0.1623379063	0.141342201067
a20	0.256214136522	0.197701790278	0.0991965791222	0.176976010456	0.1541888281	0.115722681756
a24	0.288531853507	0.207564936759	0.107291638374	0.168879968085	0.135335202	0.0923964277187
a18	0.297764427836	0.203380054253	0.111772849925	0.180171942962	0.1252618911	0.0816488498396
a31	0.266421805945	0.189639411818	0.121288907642	0.206345423521	0.131051633567	0.0852528163465
a20	0.225848147248	0.183889857673	0.121052707014	0.21880832884	0.140968881856	0.109432061315
a10	0.189575803683	0.163827803358	0.116450634271	0.217486962347	0.170816461952	0.141842319372
a20	0.170508708894	0.142719080186	0.11677436389	0.217494811449	0.194015183317	0.158487843191
a7	0.150084423698	0.126144523395	0.120660593897	0.21746254835	0.199592716439	0.18605519733
a31	0.148338972299	0.118922779665	0.121912527232	0.201043320783	0.19066402348	0.219118370377
a20	0.147320183833	0.117908516688	0.122865689477	0.189546558461	0.194750047493	0.227608990459
a18	0.132853272744	0.111007015563	0.122604933492	0.19304358162	0.213129101498	0.22736209482
a24	0.126997582915	0.104773374054	0.123770230471	0.199132921873	0.219129539166	0.226196352273
a46	0.130093888238	0.105587989085	0.121550415064	0.205147279358	0.214844341722	0.222776077424
a31	0.136074301146	0.111173951748	0.119587442568	0.197428459053	0.192595385241	0.243140451141
a33	0.127416533764	0.113536958889	0.126805338063	0.182461042351	0.20999883908	0.239781277714
a8	0.118751234537	0.11740956535	0.131509125681	0.16895909665	0.237225281027	0.226145695905
</S>	0.119108879218	0.121243244575	0.128867566541	0.163150898425	0.232056754513	0.235572669952
