 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.1364104029	0.0978509044	0.0916534163	0.105049187	0.167979509	0.224005176	0.177051419
a31	0.147964925233	0.122904231933	0.0825701874333	0.0921072702667	0.167905649	0.225900175667	0.160647577333
a0	0.172318396078	0.151956789711	0.0835395886778	0.0878472929556	0.161074435533	0.207923006489	0.135340487244
a20	0.187211420026	0.160337305637	0.0867090626926	0.0878419410052	0.149233757678	0.18779266043	0.140873830215
a31	0.198050629609	0.166222314279	0.0942775477642	0.0823956142217	0.147006311726	0.17788841941	0.134159143272
a13	0.170119887736	0.13194313776	0.0776747446547	0.0742936723672	0.165363153709	0.208993137737	0.171612259824
a38	0.128950154312	0.0780512442533	0.0518610061982	0.0637920612891	0.18453630177	0.239161359246	0.253647872008
a31	0.133301677637	0.0655482819511	0.0524053526461	0.066019511503	0.189891359123	0.232540057682	0.260293757936
a20	0.129952868279	0.061932351317	0.0492604746154	0.0645226436343	0.190597565774	0.253308802494	0.250425295312
a31	0.117308777493	0.0565667822123	0.0436123276718	0.0639855563048	0.194850993725	0.279593315165	0.244082258371
a20	0.111983976898	0.0574532893774	0.0424964931573	0.0650964132616	0.193541814642	0.293695912055	0.235732115524
a33	0.099070698966	0.0576456912591	0.0375938601191	0.0581895704205	0.181889423214	0.327082378018	0.238528398508
a31	0.121561927855	0.0647928110197	0.0409986316397	0.0602671148068	0.177881566205	0.324977219606	0.209520756569
a28	0.133810706952	0.0684372482732	0.0422347243799	0.0586157841356	0.178251674468	0.306466190135	0.212183699656
a31	0.142756521317	0.0705258166244	0.0422723508933	0.0572141011119	0.163551071089	0.292453941778	0.231226209552
a0	0.161172165206	0.0794126882548	0.0453154088111	0.0580481957706	0.14866927143	0.290614432993	0.216767835851
a31	0.160358043102	0.0909675198316	0.0543999191837	0.0623060459902	0.14406650181	0.280575138064	0.20732682395
a3	0.162366112474	0.0989814508439	0.0619630790612	0.0672308788634	0.140513269937	0.262225640421	0.206719569983
a31	0.165808664665	0.107277775681	0.0690266678871	0.0723593456211	0.135308486246	0.247002045474	0.203217034994
a46	0.169053648688	0.118265325874	0.0770224152757	0.0790775317404	0.126929420682	0.228812199558	0.200839476931
a31	0.165624026363	0.126026200671	0.0822057045386	0.0833084933801	0.121149004894	0.221640318253	0.200046256577
a39	0.160089685921	0.132766524857	0.0903121200862	0.0881838137934	0.125209172365	0.206079267151	0.197359432192
a35	0.152154637374	0.142001073099	0.0992031832021	0.0912695336645	0.140154613188	0.185771926784	0.189445058731
a31	0.148057831591	0.142537283346	0.102560119354	0.0930548390215	0.137989024396	0.181145854261	0.194655057577
</S>	0.151789235795	0.138931441673	0.099672778007	0.0918817520107	0.126264225198	0.186216193131	0.205244378788
