 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.1342997883	0.12275339675	0.1420586326	0.116106487	0.06007947104	0.0839620384	0.19601922	0.1447209464
a31	0.190782748967	0.137171668683	0.156535431933	0.1154775806	0.03797944208	0.063337618	0.175193929667	0.1235215708
a7	0.229403827656	0.147623565828	0.160971273311	0.1217552538	0.0331745693333	0.0528979439667	0.157123796022	0.0970497716
a31	0.233548883219	0.150175100543	0.17065499217	0.135176140867	0.0342943217511	0.0600408040556	0.140821303941	0.0752884617667
a21	0.24437506374	0.141026594981	0.176732909123	0.133136095222	0.033723853357	0.0603421454052	0.125890219847	0.0847731204889
a31	0.275928533913	0.129513201327	0.169060114908	0.114590356541	0.0318305263857	0.0538702880684	0.127544808349	0.0976621812963
a11	0.272390089971	0.114774672356	0.167408317169	0.127228586847	0.0314224082419	0.0519456230028	0.131171700716	0.103658620165
a31	0.223912704657	0.0897820632787	0.178502577056	0.145227181516	0.0355224543606	0.0542964746476	0.145791640439	0.126964905522
a46	0.186054795552	0.0752965534062	0.191022786019	0.120266689805	0.0452417494869	0.0673618525292	0.17302651408	0.141729058841
a31	0.156689659851	0.0703303656687	0.17340638186	0.105104032555	0.0547678323623	0.0765333413097	0.19241970636	0.170748676947
a17	0.146897637284	0.0725012809562	0.137893850607	0.0974893125383	0.0704290687874	0.0901806424366	0.197761621453	0.186846585249
a20	0.136389660161	0.0781973985187	0.112713992736	0.0879486304461	0.0964792213291	0.122119538079	0.193207037284	0.17294454375
a31	0.13041241392	0.0818889913729	0.089083940012	0.0869418241554	0.115265487643	0.128583286093	0.185397138761	0.182426948583
a20	0.12372274944	0.0842685092576	0.0795935821707	0.0841567247918	0.133823903481	0.122336265431	0.17486951272	0.197228774594
</S>	0.11635492672	0.0855526544288	0.0772577212853	0.0811363513959	0.147828427341	0.125120122715	0.16990323176	0.196846581897
