 	mia	figlia	vuole	andare	</S>
a46	0.272005604	0.2049314905	0.180207314	0.162184249	0.1806713335
a31	0.335646074667	0.2094993181	0.172421322467	0.154454047067	0.1279792291
a7	0.347533821556	0.204861593633	0.175330279289	0.167118357222	0.1051559455
a20	0.306266919185	0.210594425878	0.189427079496	0.181017403807	0.112694168033
a31	0.264323094395	0.217710605093	0.192013583899	0.187295999936	0.138656714411
a46	0.211056033465	0.211454343898	0.182043360433	0.218411423712	0.177034822804
a31	0.193876467822	0.198577794726	0.166104529144	0.230274591904	0.211166598868
a46	0.204605007807	0.181523240402	0.146250706515	0.230674185301	0.236946857289
a31	0.203378613136	0.176623953801	0.145118788638	0.228848272434	0.246030373096
a11	0.191783288245	0.173060733974	0.149426404213	0.225224656145	0.260504916365
a3	0.170861445215	0.170451193631	0.146111697804	0.235932483382	0.276643176122
a31	0.160932871272	0.17367635201	0.158275372201	0.238617585127	0.268497814041
a27	0.160222759357	0.169616495137	0.1711103712	0.231052085042	0.267998288014
a0	0.160189640652	0.164506020246	0.1707364822	0.219810120347	0.284757742005
</S>	0.161413375626	0.164556494223	0.1690536721	0.215733884174	0.289242579002
