 	vuole	andare	a	Lecce	</S>
a20	0.20842633	0.161293685	0.1787067824	0.2990832425	0.1524899711
a31	0.257741307333	0.179292473133	0.154763165067	0.284915050567	0.123288007567
a18	0.293469606444	0.176109490578	0.145032039022	0.290680964522	0.0947078908023
a46	0.274980755148	0.142612499993	0.128391367541	0.359457709107	0.0945576680808
a37	0.224782959916	0.105885365331	0.11898501818	0.446950084369	0.103396580827
a23	0.180294989572	0.0896341754437	0.130690241193	0.46165740679	0.137723191009
a18	0.151515983991	0.0990020678146	0.143879301731	0.445086126263	0.160516513936
a38	0.129588028064	0.110240280805	0.140532324777	0.444517510088	0.175121852845
a37	0.120295382821	0.112526334468	0.135370405392	0.417165318696	0.214642553482
a31	0.115569301674	0.110542956756	0.145867645397	0.389564778232	0.238455302494
a20	0.117589924891	0.107450112852	0.162774243132	0.339266088744	0.272919622831
</S>	0.122050058545	0.104145357326	0.167563080566	0.300631893372	0.305609611416
