 	è	che	stanno	ancora	alzati	</S>
a20	0.212493144	0.1775634244	0.1481217582	0.1782975018	0.1181826402	0.1653415317
a31	0.2242292748	0.190309838133	0.163083369933	0.186423816667	0.0942894256	0.1416642729
a20	0.2164306644	0.216064630044	0.185421281044	0.185953332622	0.0912840276867	0.104846070833
a31	0.217317820667	0.231344606015	0.178644201415	0.181803998807	0.0985188583156	0.092370514211
a20	0.190337538756	0.207269122405	0.169988114872	0.188979089536	0.109453608639	0.133972521804
a28	0.144747577385	0.168342475202	0.168511844557	0.194248887379	0.111962806546	0.212186414135
a31	0.129118434795	0.162196731734	0.166444798052	0.207488875126	0.117215018449	0.217536139512
a29	0.125713279998	0.155806828578	0.157741850717	0.215464696109	0.139062858483	0.206210483171
a46	0.133419805533	0.142483074193	0.140277575072	0.204963148903	0.163754671494	0.215101715324
a31	0.141324689244	0.139724630731	0.141009008757	0.202514674101	0.171281584831	0.204145407375
a20	0.140947919148	0.138030856577	0.144374410452	0.189153321367	0.18487900861	0.202614485658
a31	0.136574854983	0.133928296326	0.139441928351	0.182118460456	0.185958137803	0.221978330486
a39	0.136181827394	0.133379126375	0.14021764945	0.184259603485	0.174982958868	0.230978849695
a20	0.135029824865	0.132266959392	0.13359808915	0.181334618495	0.210727941623	0.207042573765
a8	0.120478441088	0.125462912891	0.129651882983	0.200657331498	0.242190460541	0.181558978855
a20	0.114414420389	0.121857672564	0.123582076848	0.224563587166	0.237858547847	0.177723699885
a24	0.11815412769	0.122096482201	0.112279584069	0.223953347722	0.231142552549	0.192373905962
a46	0.122158049677	0.123093004707	0.110177226956	0.200227838574	0.24073296605	0.203610923321
a8	0.121993056772	0.123181388382	0.113971203119	0.172751913525	0.26650366795	0.201598788774
a23	0.120350590737	0.121616276181	0.119207513106	0.157345689842	0.26800124525	0.213478698258
a8	0.123858578519	0.123813380767	0.125178108569	0.148317123947	0.23600360935	0.242829207753
</S>	0.1286020397	0.127866674683	0.129040134084	0.141468167973	0.215464319675	0.257558673876
