 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a31	0.06904586884	0.0411257925	0.03625583203	0.03083521956	0.0544226944	0.0384474024	0.045881823	0.02625954314	0.0455068918	0.0366376272	0.038890864	0.0447355838	0.0433362693	0.0425871034	0.059973918	0.06009947984	0.0496106244	0.0424646497	0.0517029809	0.1009468454	0.04123298717
a17	0.0736660270133	0.0581367681	0.0520066955433	0.0387879360533	0.0628062804667	0.0392500054	0.0537864846667	0.0269179303733	0.0399352092	0.0320911292	0.0356245766667	0.0406738410667	0.0404964744333	0.0339311248667	0.0472679561333	0.0498653985733	0.03843291244	0.0377115056333	0.0503722973	0.1125342032	0.03570525619
a31	0.0726768114711	0.0788171326333	0.0748950895144	0.0457595915511	0.0793816446889	0.0427591104667	0.0687046635556	0.0281400460844	0.0361790612667	0.0298866354667	0.0324474545556	0.0356342021556	0.0347470972778	0.0281803306222	0.0405296735111	0.0453261694578	0.0339221008733	0.0321727072111	0.0446954237	0.08346494798	0.0316801172967
a17	0.0619343660237	0.0742623974111	0.0754805512381	0.0431491236504	0.0864421436963	0.0468614722889	0.0899954714519	0.0317839930481	0.0372019890889	0.0317508126222	0.0336592411185	0.0355849415185	0.0327872382259	0.0247084168741	0.0378008282704	0.0429886099793	0.0321867253978	0.029084038577	0.0394662009	0.0729814969733	0.0398899461322
a31	0.0554409073412	0.075555313337	0.072443784946	0.0383779218835	0.0887943060988	0.0465265432963	0.0932319400173	0.034939596176	0.038805755163	0.0341485931407	0.0337833033728	0.0352673159062	0.032405498942	0.024236734358	0.0380397986568	0.0427831682198	0.0316331894393	0.0284509500457	0.0390095447	0.0716974258578	0.0444284217774
a34	0.0598287920204	0.068700110779	0.067111055182	0.0330228503612	0.0935553078996	0.0472206882321	0.0797386370058	0.0348596603053	0.038508501121	0.0346277690936	0.0358445634576	0.0388052540354	0.0352006616473	0.0276408750527	0.0414485362189	0.0445686559399	0.0328960296331	0.0321324882952	0.0421191974333	0.0746907604859	0.0374796204591
a1	0.0569037779668	0.046911740193	0.0535958140607	0.0284903023871	0.0861373477665	0.0511057078774	0.0746703771353	0.0367822373884	0.0400230141737	0.0339939109845	0.0370588254192	0.0411845569451	0.0375354720158	0.0293291338176	0.0423448584063	0.0461677280466	0.0348729722777	0.0353346730317	0.0448626265444	0.0945464934953	0.0481484394197
a35	0.0491026950423	0.0397798141177	0.0479744901536	0.0257472877957	0.0797589294555	0.0530158807591	0.0736590739784	0.0364506185361	0.0398027623246	0.0311194384348	0.0344827984064	0.038708683715	0.0378235219386	0.0289000786725	0.0408369492021	0.0455013628822	0.0357604860726	0.0367870189306	0.0480553555815	0.103698893098	0.0730338648066
a31	0.0470350927781	0.0377709868592	0.0457417766512	0.0241284578519	0.0753873905518	0.056296664853	0.0743531757261	0.0353009849654	0.0400457552415	0.0312176333383	0.0341781310688	0.0382297805717	0.0389892497129	0.0280715262908	0.0433830640007	0.0449827584274	0.0369839459375	0.0384234875302	0.0518741571938	0.100842180433	0.0767637831355
a20	0.0481453121434	0.0383416525197	0.0452024832837	0.0225328378173	0.0762437097173	0.0616497410843	0.0782228419087	0.0348422704018	0.0401942339472	0.0311487319394	0.0340835307563	0.0374290937906	0.0380593277043	0.0266905345636	0.0453163065336	0.0452387036958	0.0392088741792	0.0385504837434	0.0514796644646	0.0973083164777	0.0701113248452
a17	0.0453152224545	0.0362425865066	0.0447483824946	0.0213422911458	0.0745917929058	0.0624047820281	0.0773180311029	0.0343835227806	0.0407349384491	0.0289231337998	0.0340613533854	0.0375080355969	0.0372138779014	0.0250086729212	0.0431497471779	0.0439010232119	0.0401136000397	0.0389782618478	0.0541251386215	0.102336414626	0.0775991878151
a20	0.0412600384382	0.0351342807355	0.0440738500649	0.0217187532953	0.0695755059686	0.062242101276	0.076369232901	0.0338329379469	0.0415184871497	0.0271488230599	0.0338450828618	0.0377175336656	0.0373703953338	0.0232336125071	0.0416323917926	0.0421552569173	0.0403134211932	0.0410472281493	0.0603369370738	0.0951173576753	0.094356777425
a8	0.0388625830061	0.0329993545118	0.0396108174083	0.0218179144251	0.0648702463895	0.0631686196653	0.0773181992337	0.032751971869	0.0405253416499	0.0278063603333	0.0333780850206	0.0379156168219	0.0413271311446	0.0284339529024	0.0451917492642	0.0424559131924	0.0405015439311	0.0424522323164	0.0618678307579	0.0909090230918	0.0958355195617
