 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.1253682024	0.1551269044	0.0958783869	0.150762113	0.188356889	0.1365303728	0.1479771165
a8	0.1230715946	0.1544646098	0.0797195343667	0.163899464067	0.214854255	0.129675244067	0.1343153043
a20	0.122361616267	0.1600413676	0.0790968173889	0.165598792289	0.204302191667	0.151189867689	0.117409367967
a8	0.116613972422	0.162762914267	0.077233693863	0.16504249623	0.182505706422	0.170983271963	0.124857942189
a31	0.115474309007	0.162488342822	0.069409134521	0.18014086061	0.177127566341	0.159157506454	0.136202263063
a37	0.125227304502	0.162776223007	0.068032854207	0.18197367547	0.177170452447	0.147484855351	0.137334634554
a10	0.134519274047	0.160233979002	0.0632363418023	0.160708541157	0.171966690482	0.15131609665	0.158019066585
a31	0.146556525929	0.156093912867	0.0653764633341	0.155744931786	0.168044080494	0.165019960683	0.143164107595
a21	0.147728331003	0.140493518822	0.062547533178	0.167459918462	0.171162673898	0.186506712361	0.124101316865
a31	0.157320791028	0.125986048274	0.0609958045927	0.177168269887	0.160627870766	0.184375692854	0.133525535755
a10	0.164490483709	0.112882380825	0.0632092007309	0.185754086496	0.140455161722	0.191948652751	0.141260033652
a17	0.15138370667	0.101405909875	0.0586146281103	0.193572707299	0.139905283907	0.210834727984	0.144283024617
a20	0.145066135363	0.100352331025	0.0641262329034	0.191347987366	0.149665670236	0.202852139728	0.146589493072
a31	0.149580125061	0.104955703875	0.0830878683011	0.177958416455	0.141794804079	0.183164784576	0.159458297691
a39	0.148679927754	0.110135278925	0.0943188381337	0.169334541018	0.12660506136	0.162254664859	0.188671692297
a31	0.140909366518	0.113814894008	0.115826427411	0.153061077939	0.11921304912	0.155193832953	0.201981363832
a8	0.129942088239	0.115804180669	0.12818694747	0.14373196398	0.12787097304	0.161559263651	0.192904596944
a39	0.116355626146	0.11156768389	0.119985229223	0.147376666127	0.145706258747	0.173367933884	0.185640601981
a8	0.111234472682	0.11101760063	0.117818745774	0.156041719109	0.161132494382	0.171993066295	0.170761893994
</S>	0.111660654091	0.113683755115	0.114124352337	0.162798324554	0.167537955791	0.169672129648	0.160522823997
