 	io	nella	mia	vita	ho	sempre	lavorato	</S>
a8	0.1483280206	0.1305595665	0.1085076328	0.1081295005	0.1030630643	0.161203908	0.1138734038	0.1263348865
a31	0.1528655022	0.153489975367	0.105933298467	0.110109837833	0.105398560233	0.1743828236	0.088532323	0.109287669367
a29	0.139531487	0.160637954722	0.120534458756	0.130066369944	0.116557911011	0.160360497467	0.0774762694	0.0948350576557
a10	0.1429287468	0.144488956907	0.129107462519	0.140154299181	0.11610062267	0.143306437022	0.0910414922	0.0928719853519
a24	0.1506179634	0.132619152569	0.119882895106	0.135880895127	0.11072696189	0.133845195721	0.105877833667	0.110549096851
a31	0.152083298933	0.129388113123	0.121601418235	0.145431009909	0.122008671963	0.138691396707	0.091311015489	0.0994850817503
a24	0.134784813911	0.127007166308	0.109175240278	0.159985756236	0.130760577654	0.152491354349	0.0761883226963	0.10960677425
a16	0.109306219904	0.116827564769	0.093104067826	0.155749073679	0.123915207885	0.16113299841	0.0928924774321	0.14707238535
a31	0.110637191768	0.11199737019	0.0841587370753	0.14879823256	0.144828364295	0.157462904803	0.0877830264107	0.154334160383
a20	0.122819278723	0.110833816997	0.0780950836251	0.152085806187	0.153080958165	0.149629370134	0.0653039480702	0.168151725728
a31	0.124773113308	0.109258556132	0.080523810275	0.162988359196	0.130424659655	0.154385077845	0.0627453925567	0.174901039996
a11	0.118567165703	0.106102853377	0.081749462825	0.171269585132	0.128473344618	0.166857598215	0.0577105703189	0.169269434619
a17	0.108215646281	0.0973219371257	0.0696765979417	0.159832132911	0.128830041873	0.183566692072	0.0560080271063	0.19654893474
a11	0.101547167774	0.0929191480419	0.0611444165806	0.143724561904	0.119549529091	0.189821223557	0.0664557111021	0.22483825458
a17	0.097192545658	0.093443736014	0.0584161237269	0.133977503301	0.109400235097	0.185287261119	0.0738447547674	0.24843783716
a31	0.0929500235193	0.092041096738	0.0537392608423	0.129765878167	0.103071537499	0.201392968706	0.0685397884558	0.258499447487
a20	0.0911102131064	0.0872289571793	0.0493097712808	0.134543845656	0.1054340917	0.227511164302	0.0665788972186	0.238283067162
a31	0.0888548091688	0.0880641281264	0.0492169195603	0.140703495752	0.105881604033	0.250799347101	0.0711182731395	0.205361430921
a20	0.0848883369429	0.0891029562421	0.0507069290534	0.145005208117	0.100862218344	0.2715213977	0.0731127213798	0.184800236507
a8	0.0765130869743	0.0863628457474	0.0528795873178	0.126401428839	0.095687981248	0.300291321233	0.0834745646599	0.178389164102
a31	0.0707935268314	0.0810864727158	0.0532064406726	0.112922479546	0.092632605216	0.324897504011	0.0906341439533	0.173826806034
a24	0.0694832720105	0.0754748512386	0.0542833164242	0.115974428982	0.0936437077387	0.33099652427	0.102703690384	0.157440206878
a31	0.0746010830035	0.0758081421462	0.0562536726081	0.117782517127	0.0910424449796	0.33681650569	0.100696796595	0.146998844426
a10	0.0773009547345	0.0802317147154	0.0605854464694	0.133457026109	0.0870075669932	0.328932372497	0.093952824265	0.138532092009
a31	0.0810250828448	0.0895839555718	0.0706050144231	0.14569971777	0.0909342863311	0.309415985366	0.0908536866883	0.121882266336
a11	0.0912549170149	0.103550760257	0.0775685294077	0.13671984019	0.091492197177	0.278325683322	0.100417746563	0.120670327779
a46	0.0888034690716	0.107442426686	0.0786653928026	0.11372729913	0.088938610059	0.239605931774	0.142908461788	0.13990841466
a6	0.0772411257572	0.0993935928953	0.0753393404009	0.0991412362433	0.0943009480863	0.220355132591	0.168540490596	0.165688145553
a31	0.0823949907857	0.0951628172318	0.0766463901336	0.0938173787478	0.0973760170954	0.222626242197	0.169524496532	0.162451670851
a26	0.0886304309952	0.0963492937439	0.0804052147779	0.0880966087826	0.0939939423651	0.210128846732	0.176835371511	0.16556029195
a31	0.0945468647317	0.0998609231146	0.0840153331926	0.0868952817942	0.092357018055	0.191858560911	0.177981999504	0.172484028917
a8	0.100021667377	0.0987745517715	0.0874750835975	0.0866385955314	0.0972890919517	0.176980937637	0.179812952501	0.173007127506
</S>	0.0952749039885	0.0963025804857	0.0872865172988	0.0848044147657	0.100252257976	0.162974827819	0.191883278251	0.181221227153
