 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.0940525223	0.097322833	0.128256502	0.0662876894	0.0944467589	0.13366027883	0.14891305773	0.1139644354	0.1230959411
a18	0.0900180667	0.0976968647333	0.152395332267	0.0894388177333	0.1043060015	0.127707957563	0.135719664659	0.0933223424267	0.109394962167
a24	0.113854950967	0.0998313623111	0.153604519022	0.117433449911	0.1142954805	0.117350798953	0.121562993038	0.0757316718356	0.086334766589
a31	0.127610635922	0.101621695637	0.139194009207	0.115833535057	0.142097171967	0.11894967815	0.121989240135	0.0592042574119	0.0734997777297
a37	0.113287303107	0.110145018746	0.126450886602	0.101370117672	0.158989709322	0.127354285837	0.132153267845	0.0525467983373	0.0777026153766
a0	0.105557421969	0.121151092449	0.123466340534	0.0951641284573	0.149091982707	0.136044006326	0.143227147998	0.0483948144724	0.0779030597255
a28	0.105811702123	0.113099981783	0.119608332711	0.0926329349524	0.151934118902	0.145456706035	0.153160514349	0.0462880107841	0.0720076993752
a18	0.100049831241	0.100800945228	0.117741625437	0.0903306073841	0.157276605701	0.147762039745	0.155980803183	0.0541439215947	0.0759136240584
a31	0.0937160036137	0.0900019473427	0.115134929546	0.0907790806614	0.164790722234	0.145841810115	0.163311639394	0.0540481977982	0.0823756656861
a37	0.0807851241712	0.0796529135142	0.108744343182	0.0923332505205	0.166149441078	0.148593766838	0.181002533265	0.0522080165327	0.0905305943954
a20	0.0718641878904	0.0737589981714	0.101843231927	0.0877945716068	0.144399620226	0.152120154413	0.193708876155	0.0591221627776	0.115388189165
a31	0.0702694791635	0.0690058833238	0.0948611953757	0.0854404582356	0.133016149209	0.148854262871	0.204134892745	0.0517376560325	0.142680020388
a24	0.0644724881878	0.0650978157413	0.0899037784586	0.0921487147785	0.121794099936	0.143677635424	0.212893898075	0.0501127665175	0.159898796263
a31	0.0679726352626	0.0639355544138	0.0824154048862	0.105041835126	0.102094276779	0.139981165008	0.221852189358	0.0519814785058	0.164725456021
a20	0.0740919935542	0.0666182885379	0.0732792280954	0.110133292442	0.087558260593	0.134039114069	0.237740793719	0.0502081304019	0.166330906407
a31	0.0763111620514	0.073039212046	0.0685902614985	0.0998598502807	0.077017867131	0.13010365629	0.24955606904	0.054375389634	0.171146546936
a18	0.0812813569505	0.083297762082	0.0669695797662	0.0870478106269	0.0732826242437	0.126814351297	0.252574496013	0.065084668678	0.163647357379
a41	0.0847733878502	0.091866370094	0.0656938635887	0.0800982949423	0.0675204788812	0.119876363166	0.252767875338	0.0758011067593	0.16160226426
a35	0.0868318108167	0.091366591298	0.0671593360629	0.0763822132474	0.0678403288937	0.114551983055	0.252370146579	0.0866339633864	0.156863633953
a24	0.0806639158722	0.0840044315327	0.070588239221	0.0739373028825	0.0717116441646	0.118712368152	0.248960719526	0.0954867220621	0.155934673584
a28	0.0696552610241	0.0791126576442	0.068622968407	0.0780751849608	0.0796558873215	0.121124888984	0.246334268242	0.094293127554	0.163125771128
a31	0.0652347488747	0.0764300836081	0.0730270612957	0.0851420872336	0.0821108083405	0.118372578128	0.232457698281	0.100109074251	0.167115865043
a11	0.0711073138916	0.080331847316	0.0768518171386	0.0916506602579	0.0804317372802	0.114190134043	0.200017484494	0.112557285417	0.172861722548
a31	0.0760955592972	0.0799150490587	0.0786162736262	0.0922349987526	0.0849173083601	0.113789102481	0.179705332898	0.133890093406	0.160836280983
a20	0.0769464757524	0.0775474492529	0.0853534702421	0.0882710862842	0.08547972492	0.121928118094	0.164754713633	0.150704645135	0.149014312794
</S>	0.0786297480562	0.0817499391765	0.086790495721	0.0880843944921	0.08418965406	0.126402608447	0.152396660816	0.152928025168	0.148828469897
