 	è	che	stanno	ancora	svegli	</S>
a31	0.1306501801	0.1285410103	0.1564551226	0.1898247046	0.223585362	0.1709435903
a11	0.152535067967	0.150034547967	0.150669584933	0.1896062842	0.205334593067	0.1518198973
a7	0.165457911989	0.165462049189	0.153747253311	0.181627866333	0.199581034756	0.1341238591
a24	0.145370192796	0.15202936693	0.157477668437	0.180378254311	0.218963527985	0.145780964567
a31	0.136261489399	0.14463034371	0.160513166479	0.192800131304	0.224328493528	0.141466360189
a20	0.118625961133	0.13352890937	0.15904738476	0.204173406101	0.230593421643	0.154030910863
a31	0.118742024911	0.129873579723	0.14727938652	0.198452044234	0.236931517214	0.168721432554
a46	0.124030851837	0.128954138508	0.14075590684	0.196373216745	0.223997103071	0.185888766785
a41	0.126810034879	0.123377918103	0.13659669428	0.183356189648	0.203789860357	0.226069293262
a31	0.15290831956	0.128375255634	0.131031101627	0.164714720549	0.197043845852	0.225926744821
a33	0.150880460853	0.123590296878	0.128461533209	0.165474393583	0.199230756684	0.23236254694
a31	0.137167745818	0.120010591026	0.12984155287	0.170836589528	0.208488161228	0.23365534218
a0	0.151755175339	0.124035458542	0.124631423157	0.167734790509	0.202540638743	0.229302496327
a31	0.1622253242	0.130060128647	0.116889866719	0.162102260836	0.182734346848	0.245988053442
a20	0.165155936553	0.138836156349	0.121998779706	0.159403043612	0.176690035216	0.237916040347
a28	0.177803438118	0.14447556065	0.121852609502	0.153868733004	0.188887603472	0.213112051649
a11	0.175308929106	0.14500620535	0.119449500967	0.155142691468	0.214145461557	0.190947204216
</S>	0.166388637153	0.143007718775	0.121621571783	0.160403824734	0.226515513778	0.182062738108
