 	ho	cosa	a	fare	</S>
a23	0.25890465	0.1741917152	0.196717408	0.186412689	0.183773542
a17	0.297683228667	0.182411563467	0.167265753467	0.186096499667	0.166542962533
a31	0.322798348222	0.199251527156	0.171289733289	0.169538383222	0.137122006111
a8	0.325564582741	0.184471853652	0.185312217363	0.164460442074	0.140190888637
a31	0.310171824914	0.164702056551	0.189898244054	0.182276602358	0.152951258346
a13	0.279891766971	0.15635448425	0.190746812285	0.191252837453	0.181754087715
a24	0.247612650324	0.14880566675	0.188064929695	0.189722431818	0.225794309305
a31	0.222518347175	0.142997824917	0.184318680432	0.200758907939	0.249406231568
a13	0.208347510125	0.141263262639	0.174188877011	0.207818312646	0.268382038523
a31	0.208648976042	0.147625298546	0.163777796337	0.215402155549	0.264545773774
a18	0.204127500467	0.154838145582	0.156575417779	0.23230364185	0.252155288858
a0	0.182464762409	0.158642086027	0.157880953526	0.238426344617	0.262585843619
a39	0.166432774416	0.160243551642	0.162025086309	0.238649866872	0.27264871294
</S>	0.161221903928	0.158456992121	0.164786258455	0.239381392436	0.27615345007
