 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.143087473	0.1183493215	0.0868230731	0.0812169738	0.165317634	0.234403589	0.1708019183
a31	0.158070480667	0.124601332367	0.0848235087	0.0696353001333	0.1697486628	0.239676799067	0.1534439135
a17	0.166156884156	0.165989090522	0.0914290459	0.0774927112444	0.170227398733	0.210198008822	0.118506852233
a11	0.173732811252	0.197969376307	0.0994004992333	0.0794222545481	0.164979631644	0.194028367807	0.0904670430777
a31	0.169528855351	0.190376297169	0.101385028878	0.068404651116	0.161945024748	0.217573707069	0.0907864227926
a20	0.144982570784	0.166285951123	0.0875795992927	0.069202731172	0.172911237783	0.23877680769	0.120261091164
a31	0.142973249061	0.144792255374	0.0710674752176	0.081337263824	0.186677695128	0.23043056723	0.142721491388
a37	0.13585927302	0.123464413525	0.0557744505925	0.074714751108	0.184684749909	0.233144337743	0.192358033529
a24	0.102046316273	0.098767088375	0.0465394942642	0.0589342759693	0.180889132436	0.247496373914	0.265327339243
a28	0.081677125891	0.0902556438583	0.0446957739547	0.0550250421231	0.192239413612	0.246433596638	0.289673424614
a31	0.0920798841637	0.0868658490861	0.0514119551849	0.0593433325077	0.187600213671	0.252242816146	0.270455952471
a24	0.106096972988	0.0852156122954	0.061945945195	0.0685028587026	0.174678734357	0.246198367982	0.25736149729
a35	0.0972205900627	0.0848902932318	0.0706469059317	0.0755136412342	0.180720215452	0.228675357994	0.262332993763
a31	0.101447592621	0.0884968927439	0.0861684910039	0.0879922290114	0.169410293017	0.202254874665	0.264229637254
a20	0.10438919214	0.0900665970213	0.0994407279813	0.0978374814705	0.160883042872	0.177398802888	0.269984165085
</S>	0.09781167047	0.0873620082706	0.102891977021	0.0969587212353	0.169682049436	0.173230908444	0.272062672542
