 	il	dito	si	gonfiò	</S>
a39	0.339625566	0.1402747168	0.2080090751	0.1544594918	0.1576311518
a13	0.395857014667	0.136580637133	0.2084633917	0.129998740333	0.129100198733
a31	0.432294562222	0.162126070778	0.201515785033	0.104324740844	0.0997388099777
a20	0.461728624741	0.164039051393	0.184670922844	0.0955798472813	0.0939815377926
a31	0.503414770247	0.139128012131	0.163339029648	0.0961429626938	0.0979752105309
a11	0.510197474082	0.13526506851	0.147836679616	0.0942262054313	0.11247456051
a31	0.463285134694	0.144126554037	0.141443902872	0.107763744077	0.14338066817
a39	0.387883644898	0.149948756012	0.135243104357	0.141375938292	0.18554855439
a31	0.317390630633	0.156284601004	0.135455099252	0.169938685431	0.22093097413
a41	0.277250903411	0.164918967335	0.136090575417	0.17450007381	0.24723946671
a46	0.24989355427	0.177541492712	0.132997588606	0.17569970327	0.263867662237
a31	0.219794507023	0.183718760371	0.140055972002	0.17589765469	0.280533122079
</S>	0.199528065511	0.179106670985	0.145598733401	0.173567565745	0.302198980039
