 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
a20	0.03736759784	0.07465687145	0.0563575017	0.0399356955	0.0508292448	0.0405388724	0.03281311165	0.03460745928	0.03134034643	0.03242248357	0.0295393586	0.0323676388	0.02879858	0.0417889316	0.040013039	0.0449701647	0.071059539	0.04421229276	0.0513604587	0.0516417064	0.0707606185	0.0626184739
a31	0.0466295408667	0.0843671122167	0.0721094748333	0.0456737143	0.0568635788667	0.0432461610667	0.02960586945	0.0333592005133	0.0278588041233	0.0297486029167	0.0266912710667	0.0321845217	0.0241126917867	0.0430807322	0.0377309368533	0.0471608629733	0.0493466224667	0.0475800568667	0.0499924524333	0.0546303918667	0.0705943514333	0.047433048
a11	0.0486418168489	0.0889178038056	0.0822462316111	0.0549959231	0.0515904958889	0.0422605179889	0.02552850375	0.0328669540711	0.0245775616678	0.0296141212122	0.0274399223556	0.0339875503333	0.0231573714089	0.0442845383333	0.0355807865044	0.0482847492178	0.0397924620556	0.0515905925289	0.0516345456778	0.0546234884222	0.0607708884778	0.0476131807
a5	0.046009631883	0.0832706422685	0.077109090737	0.0577021582333	0.047497210063	0.0397720314963	0.02581768269	0.0325020925837	0.0234133029226	0.0295571578307	0.0267835838519	0.0345371840444	0.0236461746296	0.0502495505778	0.0349561718681	0.0479246741593	0.0366973981185	0.0547390642096	0.0559120448259	0.0572414437407	0.0581759310259	0.0564857685667
a37	0.0414863502277	0.0733308071562	0.0664074639123	0.0538594366778	0.048414079321	0.0410831626321	0.0275229921367	0.0342727390212	0.0242261372075	0.0309817152769	0.027137054784	0.0351204196148	0.0236470061432	0.0574634653926	0.0343740193894	0.0468062501331	0.0359039102395	0.0585947442565	0.0613306621886	0.0618923161136	0.0611041228753	0.0550411419022
a31	0.0311176771692	0.0724549134521	0.0577733127708	0.0454899466926	0.0464896473737	0.0413349667707	0.0265653942656	0.0363042008337	0.0244782704825	0.0326368093123	0.0293232792947	0.0365582996049	0.0234650647144	0.0591716801309	0.0330822007965	0.0473547506044	0.0362204453465	0.0624758118388	0.0639891872429	0.0653586339045	0.0735846361584	0.0547708881474
a37	0.0261157226831	0.0660863452174	0.0510710827236	0.0387213538309	0.0487091110246	0.0432022084169	0.0257186647819	0.0364771957246	0.0244678375742	0.0317223419708	0.0280680249449	0.0353345836483	0.0233137269715	0.058214523177	0.0329129471322	0.0474302683748	0.0359860809155	0.0647826925463	0.0672903063076	0.0700460328015	0.0913110097195	0.0530179524491
a18	0.0276924384677	0.0579147485391	0.0493529179079	0.0383502106103	0.0505046965549	0.044813873159	0.0270160742806	0.0358906330615	0.0246133375514	0.0295092137036	0.0241902806283	0.0312222075694	0.0228678092238	0.0539395761923	0.0345947778974	0.0461149201183	0.0358963136385	0.0635807268488	0.0699946365292	0.0709375705672	0.0951638605732	0.0658391832164
a24	0.0313225280626	0.058786362113	0.0528691927693	0.0406472358701	0.0447746162316	0.042623137873	0.0276611065269	0.0348286618205	0.0241730233238	0.0289612803012	0.0237409024761	0.0292709025298	0.0233661640746	0.0466013131974	0.0358729410525	0.0457678922061	0.0361918858795	0.0595140394163	0.0671650403097	0.0679184398557	0.0920214947911	0.0859218455388
a34	0.0296884280875	0.0617821836043	0.0584025215898	0.04188269189	0.0414828939772	0.0455050983577	0.026739855909	0.0366240652068	0.0251489449213	0.0318615423004	0.0267899943254	0.0308795261033	0.0247083965982	0.0426314671325	0.0333258360308	0.0448884109354	0.0347354442532	0.0557245148721	0.0638159639032	0.0665015147519	0.0879925789304	0.0888881337529
a46	0.0255471620292	0.0587452363014	0.0537326414633	0.03786004563	0.0404094038924	0.0472509498526	0.0268919888163	0.0403878748023	0.0266877203404	0.0344872877001	0.0286821736085	0.0315822163478	0.0246598853861	0.0436381560442	0.0317008583569	0.0454620114451	0.0331585231111	0.055094726224	0.0677199425677	0.070880299984	0.0983433023768	0.0770776020576
a38	0.0248772982097	0.0525069543005	0.0463043504878	0.03558085061	0.0387181924508	0.0447300004175	0.0278898488721	0.0411360003341	0.0264145464601	0.0331702929	0.0275137508695	0.0295740316693	0.0237110797754	0.0460250833481	0.0313713866256	0.045424884435	0.0327226183437	0.0565183036747	0.0786136969226	0.0859745638613	0.106486871059	0.0647353915592
a8	0.0220423906699	0.0522435733802	0.0458886744959	0.03536883527	0.0380133905036	0.0447799242725	0.0268055325707	0.039778626178	0.0241314650067	0.0313443651	0.0269217262232	0.0293552338898	0.0228967078585	0.0450244395827	0.0306324999819	0.0466518746317	0.0378580194412	0.0574998822916	0.0756620171075	0.0882649258871	0.0869303410863	0.0919055507597
a31	0.0189982303966	0.0580703646401	0.0469668939653	0.0340002741567	0.0380825357679	0.0428318784908	0.0243065672102	0.036886344366	0.0215433666756	0.0297478177733	0.0266156190077	0.0323198674433	0.0218337973262	0.0452437971942	0.0291738746806	0.0518546909172	0.0412329279004	0.0604920332972	0.0683377709692	0.079504536229	0.0673206488954	0.1246361581
a15	0.0185162882322	0.0570550434067	0.0423582001218	0.0314046832522	0.0368021707093	0.0374560961436	0.0207907342567	0.0334288182753	0.0194618142919	0.0276811070511	0.0255317825759	0.0320819293811	0.0216153591954	0.0481381186647	0.0281664560802	0.0533510637457	0.0444049017001	0.0703425364324	0.0771334346564	0.089706176543	0.0764741600318	0.108099114233
a31	0.0199872432174	0.0480080398956	0.0425114083739	0.0324025108174	0.0368497003298	0.0348582837012	0.0189887963789	0.0307982916718	0.0178222996706	0.0260422546904	0.0245421099653	0.031683500447	0.0207220835785	0.0476799454882	0.0283825768467	0.0539957018486	0.0466584516	0.0732201196775	0.0797636340188	0.0935057761143	0.0770608999439	0.114516372631
a0	0.0211573145258	0.0456858168319	0.0434583223913	0.0330761673191	0.0366609088099	0.0336779009431	0.0190013843796	0.0308747946706	0.0183661757969	0.0264567033235	0.0248350360418	0.0318028053157	0.0207934067928	0.0452857255627	0.0287768134022	0.0552065969495	0.0466394155667	0.0754006479592	0.0793675348063	0.0902806909714	0.075299097048	0.11789674545
a23	0.0201616856486	0.044807342344	0.0364021597104	0.028996356413	0.0330568384266	0.0316583386837	0.0180266860932	0.0312868579435	0.0188284517256	0.0271192247678	0.0253292189673	0.0301889174119	0.0271047211176	0.0456579333876	0.0301489062674	0.0549405859165	0.0534195694556	0.0829843318531	0.0845158644021	0.0969352689238	0.082655272616	0.0957754609433
a31	0.0192699366562	0.048477883048	0.0390267329501	0.030462941531	0.0345642583055	0.0324448967612	0.0173327122577	0.0294979437145	0.0170198725752	0.0263277158826	0.0257031299558	0.033704598944	0.0284968497859	0.0475433321959	0.0301249191558	0.0564598269388	0.0523016694185	0.0824612582177	0.083964452134	0.0961036843746	0.073974901272	0.0947364663611
a0	0.0191526420121	0.0503188707493	0.03937442783	0.0312058369903	0.0349415138685	0.0331128976737	0.0182388291392	0.0300878017982	0.0184463619317	0.0274971545609	0.0269194412719	0.034370237708	0.0256490080486	0.0444364253986	0.0316709424519	0.0568560349463	0.0510596462728	0.0846228042059	0.087565612778	0.0992845365915	0.0699055330907	0.0852834136337
a31	0.020131965244	0.0490215140498	0.0386469660567	0.0312970820634	0.0336146511895	0.0326610519779	0.0185654028797	0.0299703861994	0.0190729950572	0.0272603362536	0.0263993079506	0.0336735561027	0.0240641790629	0.0424710330662	0.0324566849706	0.0567567658154	0.0513542082909	0.087295515002	0.0908337402593	0.103469751397	0.0674346474302	0.0835482393912
a20	0.0216844467347	0.0496220107033	0.0441498401722	0.0342442517278	0.0342231635032	0.0342708182726	0.0191567745199	0.0296126669265	0.0189445359124	0.0272919139379	0.0270397564702	0.0340632765209	0.024557116041	0.0421276947554	0.0338117042369	0.0568521078051	0.048814629097	0.0859327072673	0.0905860182864	0.102224808932	0.0645329287434	0.0762568226437
a31	0.0215622724582	0.0492911641744	0.0454869732441	0.0354428936959	0.0329129516077	0.0351760032575	0.0198768356933	0.0299630089822	0.0192040085775	0.027655200446	0.0271910066701	0.0333178062936	0.0243121731803	0.0417282829185	0.0336997605323	0.0569267797017	0.048312616499	0.0866697937558	0.0920191763621	0.105812341777	0.0624899724345	0.0709489798346
a33	0.0189127118261	0.0426990677115	0.0356743209347	0.029454308532	0.0307567483026	0.0321243075525	0.0191767462844	0.0316855875607	0.0225194669392	0.0300347775153	0.02853278967	0.0353712864045	0.0243285360934	0.0458073055728	0.0312742276174	0.0580845917006	0.053553635833	0.0911200772519	0.0963866973207	0.111104370259	0.0582722911982	0.0731261538982
a31	0.016408321402	0.0340907826838	0.0237570018316	0.0215091096973	0.0283160495342	0.0296825693308	0.0196381761348	0.0341245656736	0.0255578767064	0.0328183506451	0.03037964127	0.0366211734348	0.0251991855445	0.0516325131243	0.0303870024858	0.0571952207669	0.0610213791443	0.0960853297506	0.10154721864	0.115890651086	0.0569443512661	0.0711935262527
a8	0.0153224091847	0.0281276253146	0.0191125500105	0.0181240053791	0.0269616554547	0.0285051024436	0.0200182744183	0.0358692851912	0.0283677051155	0.0351496718817	0.0305458298433	0.0368876054916	0.0249933859815	0.0545777414414	0.0294962256019	0.0571033337223	0.0635461684481	0.0985722535169	0.103024548147	0.116011439429	0.056288456422	0.0733947223509
a31	0.0149199414122	0.0239346100449	0.0173093326368	0.016663027913	0.0262441180549	0.0275101463745	0.0189212732794	0.0357461993237	0.0287618467185	0.0358073350339	0.0305672207011	0.0362935964905	0.0253503011805	0.0541008142805	0.0291120827073	0.0564666335408	0.067470185416	0.103008594906	0.106886337449	0.116655298476	0.0560926329407	0.0721784681836
a24	0.0162131938507	0.025342937515	0.0193741434123	0.018416829471	0.0268499701516	0.0289976647448	0.0193878004731	0.0350397679679	0.0265448049462	0.0351204654913	0.0300139687137	0.0338403481168	0.0252072029602	0.0501532844268	0.0288628792024	0.0530611994136	0.0639133965387	0.101597979835	0.107896984416	0.119938300359	0.0590164476469	0.0752104180279
a20	0.0166617842836	0.026735159205	0.0209386788041	0.019654696257	0.0270799394572	0.0293442497816	0.0207876267577	0.038359615256	0.0286453897487	0.0376073320104	0.0313430458712	0.0328557261389	0.0285880512401	0.0538466990089	0.0292574994341	0.0529740672712	0.0612878303129	0.0920533090117	0.101993740605	0.120629862653	0.0607264304823	0.0686292536693
a31	0.0167953888745	0.027618832355	0.020728915268	0.0191563595323	0.0260988082657	0.0280291057672	0.0212125455526	0.0408971934853	0.0288895522229	0.0364065276035	0.0293692555104	0.0338151414796	0.0276877839534	0.063308863403	0.029402081698	0.0529571326904	0.0595721183043	0.0912659838039	0.100866299135	0.121429259084	0.0586413055808	0.0658515329831
a20	0.0163550863448	0.0299626403517	0.020806122056	0.0186272099441	0.0266842811419	0.0282543439757	0.0219426940642	0.0450998290284	0.031003581061	0.0368713140678	0.0291067759701	0.0340298294199	0.0265318686311	0.0651290551343	0.0291123744393	0.0512096229635	0.0545750726348	0.0895063942013	0.0995240595783	0.121357691428	0.0570798666603	0.067230280301
a39	0.0150142032683	0.0306303198106	0.020294669352	0.0177963526014	0.0268821895273	0.0284606878452	0.0229291128147	0.0502531918295	0.0340526717403	0.0396000534226	0.0311436673567	0.0338013390866	0.029741381477	0.0670821206448	0.0285494160664	0.0523813023878	0.0567702590116	0.0810176271338	0.0937261549928	0.119043448676	0.0597911553534	0.061038669207
a31	0.0157084574828	0.0297470283302	0.019302969644	0.0173159534671	0.0260573573024	0.0266289608484	0.0219334487649	0.0478943366632	0.0326026062601	0.0368085820409	0.0282796265122	0.0358602874289	0.027992000639	0.0777223316149	0.0275674984355	0.0520525145893	0.0548871344039	0.0845642336446	0.0971331392643	0.120382542159	0.0578595486178	0.0616994319757
a28	0.0152600622076	0.0291232202234	0.0176291688413	0.0161711749157	0.0259271086808	0.0255558264828	0.019627260875	0.0441067693877	0.0305904698134	0.036246556247	0.0280220798441	0.0369940609496	0.026451244693	0.0799986201383	0.0273856750252	0.0498785696564	0.0557496248013	0.0887045585482	0.100911711021	0.123418682386	0.0567856159526	0.0654619295319
