 	forse	sono	usciti	</S>
a23	0.445024047	0.1523655929	0.2093829842	0.1932273651
a31	0.489483056333	0.158632615367	0.189712355667	0.162171965167
a23	0.511657962111	0.156412589589	0.182708395222	0.149221046589
a31	0.54597700137	0.142428364996	0.168213020541	0.143381613596
a10	0.556763801123	0.125370169665	0.16923450078	0.148631539332
a37	0.520523927974	0.121017911088	0.202259307993	0.156198849644
a31	0.502572078925	0.117469353829	0.205933791131	0.174024768948
a37	0.470578350708	0.122117766876	0.19747474971	0.209829144516
a31	0.386718152503	0.138650977625	0.210436973237	0.264193905505
a39	0.303814004834	0.160299973875	0.224225993079	0.311660021835
a31	0.254977962811	0.185371713092	0.230606443026	0.329043881278
</S>	0.237941914005	0.196580370246	0.231843219513	0.333634508639
