 	le	melanzane	vogliono	girate	</S>
a31	0.2056125044	0.2127205912	0.194510524	0.2033742848	0.183782092
a35	0.197335429733	0.198538834267	0.199207580933	0.235545581333	0.169372572
a41	0.203973549311	0.181382417556	0.196413589911	0.251271822178	0.1669586312
a10	0.198879025037	0.167276520585	0.196578599304	0.243473361126	0.193792503867
a18	0.190383815212	0.166143687662	0.196461307435	0.241163816509	0.205847366089
a35	0.175734764737	0.167371111821	0.180623891078	0.244846764436	0.23142345903
a31	0.154356217512	0.17421807534	0.157588161893	0.266489954412	0.247347586543
a34	0.138686312771	0.16506628282	0.139553023564	0.296021747204	0.260672630314
a8	0.126643868657	0.133426224047	0.133167846455	0.313718479068	0.293043588371
a31	0.121190683646	0.111101496236	0.115406822352	0.305843199489	0.346457810857
a8	0.121226351529	0.102597925472	0.102453523117	0.299121505363	0.374600698486
</S>	0.119028213194	0.101945494496	0.107556236158	0.308002942281	0.363467107243
