 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.1979766564	0.1938284405	0.05232621165	0.04149468588	0.0946330768	0.3046397144	0.1151012211
a46	0.223605158133	0.217908054167	0.04361038903	0.0425022221667	0.0948209377867	0.287157577067	0.0903956647667
a31	0.227252142444	0.247279779389	0.0473937194567	0.0516553513422	0.0741319232222	0.253212575356	0.0990744894556
a17	0.213584511881	0.265947798463	0.0500092164589	0.0623758965541	0.0661347328141	0.235720535452	0.106227294685
a37	0.213125544627	0.254111670821	0.052115577633	0.071150201558	0.0760963833714	0.229041613817	0.104359008495
a31	0.209267600676	0.24722941294	0.057065481651	0.0682215019193	0.0771282757905	0.214637905539	0.126449806432
a39	0.199680616225	0.25998358298	0.056673502977	0.0649177608398	0.0726837015302	0.188776523646	0.157284292437
a31	0.190742701142	0.295903667993	0.055219847059	0.0698121689466	0.0718788476834	0.166715477302	0.149727296826
a37	0.170881970781	0.315939582998	0.059362353553	0.0791367565822	0.0800178602678	0.143144022987	0.151517468309
a31	0.154323168927	0.279239142333	0.0783222754777	0.0957148515941	0.0923663245559	0.140384513262	0.15964972295
a46	0.153589932242	0.227946998111	0.101817907159	0.108731787465	0.096302334852	0.138878616887	0.172732412717
a31	0.150254071414	0.176711483504	0.114453659253	0.118133800622	0.101168148484	0.149727481562	0.189551349306
a46	0.141231772905	0.135188887235	0.119279301551	0.123002697807	0.105439190095	0.160592343587	0.215265816435
</S>	0.134915045302	0.122893189518	0.119472500175	0.121643614103	0.104079202547	0.152005869794	0.244990595217
