 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
a31	0.10980078234	0.08538775815	0.0974397591	0.121894594	0.099621186	0.1742407954	0.1872367544	0.1243783706
a23	0.09874892734	0.0858026260833	0.1082671837	0.137574945533	0.0917472644333	0.174924370333	0.184933221733	0.1180014526
a20	0.109051281447	0.102090794628	0.113427504833	0.139367802844	0.0836835833111	0.160590518778	0.182470289511	0.109318216933
a28	0.122322658149	0.120512484476	0.126772484144	0.145134993815	0.0804817255704	0.143821670926	0.16724785077	0.0937061234777
a31	0.125895177356	0.135845044492	0.142248432848	0.154530224538	0.0886353188568	0.137884199442	0.131099099657	0.0838624842592
a17	0.121240658225	0.127503938137	0.148133352816	0.150080975646	0.0899161011523	0.144224802681	0.107688758486	0.111211403086
a31	0.118191348008	0.108306054059	0.150662317072	0.147212703615	0.0893651412508	0.15281060216	0.094711163662	0.138740674695
a19	0.115467689903	0.092541279593	0.143513324557	0.137529045005	0.0958044580836	0.164916418653	0.0855113789873	0.164716411032
a31	0.109027213534	0.0780765399977	0.130281394039	0.131616498602	0.109152436228	0.172334811284	0.0859463884624	0.183564712677
a20	0.100922428645	0.0693070913992	0.137958515133	0.136331365467	0.117961985076	0.180319484161	0.0824434182875	0.174755701226
a31	0.0908258718817	0.0638889291331	0.155103445378	0.131700535089	0.110206691159	0.199147583854	0.0812429168958	0.167884020009
a20	0.0856137942939	0.063328173911	0.157670485193	0.13052779123	0.107210347186	0.210434610751	0.0837470158319	0.161467783936
a31	0.082055018698	0.0637775149037	0.157996146998	0.13032319981	0.101735763862	0.215256938984	0.0872438970773	0.161611535112
a20	0.0826633442993	0.0661494681679	0.150275747933	0.132087561403	0.101103481621	0.220666580728	0.0909464514258	0.156107384437
a24	0.0853308795998	0.070453312656	0.149715411578	0.126525608301	0.103607796874	0.213593575243	0.0974581478086	0.153315289612
a31	0.0779374205666	0.0699708610187	0.158309335193	0.1290217634	0.097559573958	0.208534151348	0.101855084203	0.156811827737
a38	0.0811321941222	0.0695717011396	0.151072993398	0.129749948533	0.0989962577193	0.209006327783	0.106169294134	0.154301283512
a31	0.0919885582407	0.0790918528465	0.145164694066	0.117466686178	0.104668936973	0.193223342528	0.118230584378	0.150165330837
a28	0.0956582383469	0.0892269393488	0.129496877689	0.110187806293	0.104703697658	0.172756112443	0.144670713459	0.153299611746
a20	0.097973135049	0.0974948211829	0.11637352161	0.106299098398	0.101810893686	0.164424718814	0.160393804753	0.155230013182
a31	0.105543307616	0.108656540194	0.11846557405	0.104383672599	0.102552572362	0.152937216938	0.158411051584	0.149050060327
a24	0.104713165579	0.106717589131	0.108047207883	0.099921416133	0.106690119787	0.142252166313	0.173226078928	0.158432241309
a8	0.0919014061663	0.097390776977	0.103991711228	0.106386005778	0.117899115596	0.151019560104	0.173792270576	0.15761914497
a38	0.0846477209621	0.0975613363923	0.111583818009	0.117299932259	0.127397144532	0.155453298035	0.163372703792	0.142684043257
</S>	0.0828337669411	0.0998544519962	0.111920684104	0.118561891129	0.126360024266	0.151938842017	0.164952628896	0.143577706629
