 	non	ho	cosa	a	fare	</S>
a8	0.229256619	0.1839278006	0.1467931371	0.167566211	0.146689625	0.125766617
a31	0.264088541	0.193244253533	0.128606288767	0.153880085667	0.146095872333	0.1140849544
a37	0.250352675667	0.194336649844	0.143567242989	0.160796837489	0.147511400111	0.103435186333
a11	0.228439686222	0.187546881815	0.156312516996	0.16779027383	0.150844709637	0.109065943578
a13	0.206879952274	0.172533480472	0.140544702465	0.18763907061	0.165494438812	0.126908364793
a20	0.182580893625	0.152473642824	0.119413286288	0.214119899537	0.183021351604	0.148390916398
a31	0.159639782275	0.123625878475	0.096291423696	0.225811420512	0.220635731201	0.173995753266
a8	0.154603706158	0.130523451692	0.107868899299	0.210517879504	0.2135647614	0.182921299689
a31	0.165506860293	0.154073980097	0.1291194809	0.169317832235	0.1701106608	0.21187118083
a46	0.153790443471	0.147338409432	0.127373005833	0.150837555345	0.176029552267	0.244631024277
a8	0.130531439677	0.136787346877	0.126858702278	0.160407772315	0.194867096756	0.250547638426
</S>	0.120483862918	0.133287395239	0.128101243939	0.161811177657	0.199758639378	0.256557682713
