 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
a31	0.0749928848	0.0770055488	0.0835528909	0.1164821866	0.123295397	0.171338927	0.1206953346	0.1299373776	0.1026994608
a16	0.0636122674	0.0751785172667	0.0847903243667	0.129506988	0.138045362333	0.193395288	0.1167349678	0.116519178933	0.0822171107333
a31	0.057748383	0.0795726264889	0.0821212313222	0.125327635	0.147825622778	0.182115756667	0.116864399133	0.118156313711	0.0902680293111
a24	0.0552597594	0.0760027910296	0.0717062965074	0.116012334733	0.149934173259	0.171416440889	0.124272447111	0.130410538237	0.104985217437
a28	0.0596191161333	0.0748338566099	0.0719771697691	0.113915853378	0.153294376086	0.162545783763	0.12412203197	0.140435889146	0.099255935079
a31	0.0565218545778	0.0717259806033	0.0693364877897	0.103835603126	0.157283734562	0.166237566321	0.130653407523	0.147685692382	0.096719681293
a41	0.0476605384259	0.0663006901544	0.0611962211299	0.089518787242	0.153927267387	0.162161476507	0.142390695174	0.158979391061	0.117864936164
a31	0.0446101871753	0.0567114004715	0.05574343131	0.081048594414	0.160563424862	0.160841146636	0.152540016658	0.162758448687	0.125183348321
a28	0.0428412357251	0.0494837608905	0.0535119784367	0.0766336522047	0.163515258687	0.167907928879	0.163988419819	0.161487780562	0.120629983307
a20	0.0406185490417	0.0491330382968	0.0551960272122	0.0727191954682	0.171307067562	0.172817640293	0.157529493406	0.155716997921	0.124961996236
a46	0.0421233671472	0.0513720801456	0.0531386476441	0.0697022305561	0.170963137454	0.171447830098	0.153230667935	0.146758369774	0.141263667879
a11	0.0443926370491	0.0576334588685	0.0517227105214	0.0687458661854	0.159573575885	0.174781418633	0.155006577312	0.143116050325	0.145027713493
a46	0.0410641254164	0.0634203464962	0.0517800391738	0.0703299604618	0.152268685095	0.183217469478	0.154623726437	0.145589601775	0.137706075431
a31	0.0562150971055	0.0622915076454	0.0499425849913	0.0645946644206	0.138572355832	0.175466001159	0.154075336812	0.156242995925	0.142599487844
a17	0.0593494572018	0.0509472701951	0.0480612953971	0.0586224669735	0.136833759877	0.18484795532	0.149168954804	0.165547671308	0.146621178981
a31	0.0543482810673	0.050139540485	0.0538321905324	0.0631769223578	0.133607080759	0.183790907373	0.143273317268	0.171441481769	0.146390273927
a20	0.0661854472091	0.0556159743817	0.0583348907108	0.0643529741859	0.12390465592	0.178463189658	0.135886607289	0.170996403456	0.146259854709
a31	0.068930022723	0.0567836526872	0.0614076314369	0.067575624662	0.11843438864	0.182106306753	0.128090132363	0.170749644019	0.145922597436
a13	0.0658580817743	0.0580950498224	0.0666148226123	0.0719521440873	0.109594525547	0.182292865451	0.121468953654	0.169146254673	0.154977302812
a18	0.0566412849248	0.0562929644408	0.0663173947374	0.0722197754958	0.102206177116	0.192304325617	0.130050515885	0.167687202891	0.156280353137
a13	0.0468284304616	0.0523571566603	0.0654987437791	0.0721129345653	0.0995904426387	0.192653373606	0.143929897362	0.177488435364	0.149540581979
a31	0.0512472254405	0.0566760346668	0.0677098614597	0.0704513228551	0.0973282380796	0.184140516335	0.140697470521	0.190443716855	0.14130561586
a18	0.0568713254602	0.0623281916223	0.0713932938866	0.0731893449517	0.0909994784932	0.182338237378	0.13505340684	0.192967058485	0.134859651287
a3	0.0511441661334	0.0564795968074	0.0708987290955	0.0757824202506	0.0883509212311	0.190528306593	0.147088237347	0.186910164362	0.132817437829
a0	0.0474141488005	0.0493861654025	0.0654671157118	0.0728036354169	0.0916955818104	0.198680878064	0.159893018449	0.187078578121	0.127580870676
a20	0.0447595429995	0.0489696703608	0.0673955454973	0.0754704950056	0.0971142461368	0.199314111355	0.15808676315	0.18972184404	0.119167784425
a31	0.0529346856432	0.0600251446136	0.0771987254791	0.0800458124019	0.0969030033123	0.184781708652	0.144854761583	0.189400975747	0.113855198608
a13	0.0613658860677	0.0675515867379	0.0824562333597	0.082859943934	0.0904095239708	0.162945732417	0.137719983061	0.186170047982	0.128521088869
a31	0.0699194335426	0.0737018289793	0.0894281445866	0.0898618052447	0.0883787501903	0.137661391139	0.12860496202	0.179982436327	0.142461258623
a20	0.0763602712475	0.0811853565931	0.0951275373955	0.0958438473482	0.0895300875968	0.122495771713	0.12429830494	0.171248557776	0.143910265408
a13	0.0723603547492	0.078320581931	0.0911689675985	0.0930132396494	0.0875710430656	0.130404200238	0.136580436113	0.165891844925	0.144689335403
a20	0.0687853317317	0.074101497577	0.0876127080662	0.0895730448831	0.0851971030219	0.140996812079	0.144972689838	0.166261783642	0.142499027801
a31	0.0749686136059	0.0782370535923	0.0935274342887	0.0950504212944	0.0856026389406	0.127781012226	0.138661540946	0.169231440547	0.136939841067
a17	0.0814101695886	0.0806247467974	0.0954643452296	0.0948397278315	0.0869915449135	0.115341688275	0.134045091982	0.170908947516	0.140373732156
a20	0.0757466585295	0.0765004977991	0.0887324534965	0.0873387944105	0.0848419960378	0.125983297692	0.142407200927	0.170232052772	0.148217038319
</S>	0.0723323640047	0.0749003910995	0.0860586175783	0.0848054835052	0.0826974066189	0.133031081246	0.146759820863	0.170926169786	0.148488654559
