 	la	casa	la	costruisce	il	mastro	</S>
a20	0.1294634507	0.1136003358	0.1223460813	0.1672083267	0.149549156	0.1816298268	0.1362028066
a17	0.142522031367	0.0800822468	0.1004433063	0.188792835167	0.177262918667	0.1948865038	0.1160101462
a10	0.154808067256	0.0646428696	0.1022639943	0.182802419722	0.176099954622	0.211000673	0.1083820218
a24	0.131903775219	0.0713933914667	0.109498513967	0.167597276841	0.169444789674	0.232035392867	0.118126862867
a46	0.107729614406	0.0740055297556	0.113814709989	0.16021765448	0.186511341825	0.235189528622	0.122531623556
a8	0.091743299802	0.0617050858652	0.10901601453	0.180962495827	0.202708541742	0.228667701807	0.125196866919
a14	0.119168890201	0.0651315098351	0.0954932731767	0.176304049676	0.222093233047	0.208804734602	0.113004305306
a31	0.1405765106	0.070836384505	0.0797230035256	0.148466021625	0.235776165882	0.232867270601	0.0917546421687
a20	0.1149352984	0.057794095995	0.0643115789752	0.138113654342	0.234343036627	0.288296652867	0.10220567959
a41	0.087362876	0.0479618715983	0.0585269689917	0.136240519247	0.217733926209	0.322437369622	0.12973646353
a29	0.0910394045333	0.0453044096328	0.0627505383306	0.139032865749	0.202296719003	0.323689646541	0.135886408577
a31	0.103658135578	0.0449925643443	0.0644170107769	0.13712854505	0.210112539934	0.297972740447	0.141718450326
a30	0.118689689859	0.0463533245814	0.056921755659	0.14644086215	0.209570430911	0.278156139416	0.143867803509
a31	0.11915682642	0.0497980506938	0.0557891018863	0.15142208185	0.20076387757	0.277527684539	0.14554240597
a28	0.10793612374	0.0548547246979	0.0606559842288	0.14326640375	0.189349773857	0.27561773058	0.168319297923
a31	0.11542965458	0.0707837236993	0.0735463670763	0.142300752717	0.166403600952	0.25146233086	0.180073597641
a17	0.120246073727	0.0869874468998	0.0899993135588	0.141704159706	0.153843875984	0.22495378562	0.18226536548
a20	0.144375983442	0.0985763006999	0.0992068357863	0.148475003902	0.149392925661	0.19247308334	0.16749988316
a31	0.152425242947	0.1097524251	0.104022818529	0.151247664634	0.148890223154	0.17704789058	0.156613747387
a20	0.141866354782	0.114031619433	0.10848299951	0.143980428878	0.148294778318	0.17434232686	0.169001499729
a29	0.153322116261	0.114593465078	0.11167006337	0.149654383626	0.149518978773	0.154971696287	0.16626929791
a31	0.148137532954	0.118979512093	0.111461858857	0.148307416209	0.152586936924	0.155605484429	0.164921254637
</S>	0.135900100777	0.122640267947	0.111360743228	0.139431810604	0.153644911462	0.166089409714	0.170932746319
