 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.0685635694	0.05345520867	0.05941700832	0.0540122022	0.0481751228	0.0548887044	0.0769041517	0.0878412056	0.0784602354	0.1084634694	0.0878876653	0.1256683236	0.096263136
a24	0.0607031927333	0.0423828531633	0.04844731832	0.0471880245333	0.0470786407333	0.0576105394667	0.0828291232333	0.0958215683333	0.081192721	0.124975652	0.0938085800333	0.123000371333	0.0949614218
a28	0.0655473692444	0.0413612374811	0.04761282224	0.0403189583111	0.0561326170444	0.0637752524222	0.0801652114111	0.0905882159778	0.0804133124	0.115907997267	0.0904954590778	0.115537997711	0.112143564933
a39	0.0665728610148	0.0435215476604	0.0490369969467	0.040628719037	0.0614264916148	0.0736697860741	0.0807325326704	0.0896947429259	0.0798580978667	0.108280824422	0.0817683728926	0.120841393437	0.103967649311
a17	0.0658261750716	0.0427015327868	0.0502976323822	0.043307197879	0.0626684960049	0.0833139120247	0.0855960612901	0.0902267993086	0.0783057199556	0.101907331474	0.0794201500975	0.124923978079	0.0915050181703
a31	0.0676282719572	0.0407656850623	0.0496689747941	0.038531262493	0.0603291308016	0.0733773056082	0.0802571089634	0.0869869737029	0.0730676096519	0.101309786358	0.0940811814325	0.12789954896	0.106097148457
a20	0.0636851873191	0.0378714313541	0.046143179798	0.0314995094977	0.0551608616005	0.0591914931361	0.0692914217878	0.084453178101	0.0719188653506	0.108845375053	0.113952231144	0.133207649387	0.124779612219
a31	0.0555224471064	0.0349304320047	0.0404299925327	0.0268111034126	0.0478845526668	0.0538912518454	0.0673177987293	0.087368921367	0.0771110744502	0.125576173418	0.125093481715	0.134607250196	0.12345551974
a17	0.0477765819688	0.0313667808282	0.0346620487442	0.0224178870175	0.0396205788889	0.0478475288151	0.0693636458431	0.095591696789	0.0817790595501	0.133564368139	0.133273799905	0.142043924465	0.12069208538
a8	0.0397722848563	0.0277502562561	0.0319249913081	0.0212565841725	0.032747983663	0.0403106045384	0.070710746481	0.10308864293	0.0842212435167	0.127991516913	0.143745505302	0.149864136755	0.126615498993
a31	0.0359135018188	0.0255884888587	0.029702140736	0.0207910707442	0.026018689921	0.0336995114928	0.066503626627	0.104972507777	0.0798508556389	0.130495915304	0.151797217101	0.149477717118	0.145188760398
a8	0.0351637454463	0.0241333314996	0.026579226812	0.0203969822014	0.024139607527	0.0321028566109	0.0643255121423	0.108649001726	0.074301324813	0.131337076901	0.149915483167	0.161718013706	0.147237855666
a24	0.0369778363488	0.0252520126799	0.0284541872307	0.0219252647338	0.0260461083957	0.034754551537	0.0683191247808	0.113889565375	0.0747349729377	0.1309517353	0.140427765522	0.168832527235	0.129434373489
a31	0.0411969284429	0.0272260963133	0.0307225302302	0.0226063634446	0.0261134173719	0.0383714463123	0.0665297124203	0.112869688858	0.0733478702459	0.1370225289	0.133852462041	0.154344692478	0.135796270296
a20	0.0429863568076	0.0280153686244	0.0271976659967	0.0198967877482	0.0250342097906	0.0376842103041	0.0652716607668	0.113429411819	0.0696220585486	0.1433865951	0.13134443228	0.156362322026	0.139768908632
a31	0.0417963769359	0.0281818922348	0.0252604862589	0.0186977875494	0.0238279337569	0.0339267677014	0.0663094261223	0.13065720354	0.0679688543162	0.141680523367	0.128369262027	0.161383933142	0.131939544811
a41	0.0409998820186	0.0279046210449	0.024219025693	0.0180510258565	0.022412926939	0.0327442353671	0.0661272173074	0.14737515538	0.0709562845721	0.142791655456	0.122570783676	0.155718443114	0.128128740137
a31	0.0409217324062	0.0286939744216	0.025359596171	0.0191964482322	0.0226284230663	0.0328236972557	0.0668874391025	0.14541031086	0.080010020524	0.145632882085	0.119088195559	0.156882811438	0.116464456979
a13	0.0411129986021	0.0294148972339	0.0264930687303	0.0199108841441	0.0222179262221	0.0316765944852	0.0637866623675	0.147516758887	0.0888924557747	0.149107974562	0.116444175386	0.152841828413	0.110583774326
a37	0.041066669074	0.029426953218	0.0265645996234	0.018946882108	0.022081581714	0.0296500202284	0.0606613580558	0.146467805029	0.107123056525	0.167874853187	0.110630044462	0.135824964604	0.103681220509
