 	che	consuma	poco	benzina	</S>
a31	0.397056109	0.1305256038	0.2212153351	0.1341313366	0.1170716291
a41	0.460474733667	0.1149494436	0.223716263233	0.114423612937	0.0864359562
a31	0.488600475222	0.106564449133	0.219237284344	0.114412561512	0.0711852317667
a28	0.516718090407	0.0970248060443	0.202267003515	0.119078101034	0.0649119821889
a24	0.530288728802	0.0962216454148	0.180516253838	0.123925537278	0.0690478005963
a31	0.515697106934	0.101673240005	0.161522749546	0.115665443159	0.105441442932
a11	0.444126912978	0.116040615735	0.175414576382	0.120293792386	0.144124100044
a31	0.333284012993	0.148333639312	0.181586671927	0.141228519995	0.195567154948
a46	0.254512744598	0.171988374837	0.168008723776	0.167247915332	0.238242232316
a31	0.205386527533	0.191717204412	0.160910026325	0.181437358711	0.260548877772
</S>	0.182704995366	0.205925099806	0.148757048763	0.178780936755	0.283831925386
