 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
a31	0.0993978265	0.0732866644	0.061127002	0.0790406696	0.0814353719	0.1276643713	0.1164984143	0.225398401	0.1361512898
a24	0.121137888033	0.0876108508	0.0754449791867	0.0837125418667	0.0689776006733	0.122177463167	0.113419017167	0.218792064733	0.108727611733
a31	0.137008205878	0.0953426812667	0.0912926617822	0.120155189356	0.0677541551311	0.116572589789	0.113129485722	0.170712726378	0.0880323146443
a20	0.119362423559	0.0799584937556	0.0795914883274	0.136725412052	0.0693683619104	0.121998939596	0.120211498441	0.177844487459	0.0949389028148
a0	0.110281400186	0.0843201307852	0.0661221364691	0.114414369751	0.0671491646368	0.119624157732	0.128802131014	0.198734383486	0.110552123138
a13	0.106654458795	0.0948700347951	0.0618793821164	0.10824538745	0.0662849044123	0.118682440111	0.138544387471	0.195226940495	0.109612048713
a31	0.110476738732	0.086182919305	0.0707150969855	0.12344224615	0.0686216114041	0.118743434104	0.151011535137	0.176223094098	0.0945833149043
a24	0.109180922911	0.0719637264083	0.0741786899418	0.129820225983	0.082140708068	0.124939338168	0.160155072692	0.158813347299	0.0888079513014
a31	0.102903601904	0.0708676018694	0.0729875852206	0.131494146128	0.0844633004893	0.135482857523	0.180903542897	0.134424182233	0.0864731482338
a37	0.0958656507013	0.0659958468898	0.0756865308135	0.131248668376	0.0821817717631	0.151921695508	0.196436742499	0.118342465811	0.0823206040779
a31	0.0899602735004	0.0658460303166	0.0722935616778	0.124211052592	0.0825275387877	0.167034407503	0.196066569366	0.110000053937	0.0920605132926
a20	0.0862346637001	0.0672765481922	0.0713419692659	0.128050197264	0.0756965179959	0.175382886501	0.189394792189	0.105483717046	0.101138709698
a31	0.0862399182334	0.0691919023974	0.0711170517886	0.125981827888	0.0738133143986	0.184962264367	0.176657849863	0.103812418282	0.108223450366
a39	0.0837222965445	0.0718026802658	0.0661080361629	0.120891319429	0.0738367428662	0.191677706589	0.164921094821	0.111748335494	0.115291786189
a31	0.0849176908482	0.0730374668219	0.0689044512543	0.117031423143	0.0726540336221	0.192348427663	0.15436096234	0.122331801765	0.114413744063
a20	0.0865891683494	0.0766446770073	0.0747510797514	0.117429741714	0.0683502297407	0.185399855954	0.140138713713	0.140956373655	0.109740167754
a31	0.0848567315831	0.0777597424691	0.0752687722505	0.119023239905	0.0676353800469	0.184623855051	0.131248201504	0.150466176752	0.109117913165
a20	0.0855588921944	0.0791363223564	0.0747978175768	0.117729047702	0.0689194954823	0.18464910115	0.128496933835	0.157128335584	0.103584068035
a39	0.0814518803981	0.0774202097855	0.0694367972189	0.118278914967	0.0719512082941	0.19156005205	0.120276117278	0.174547046595	0.0950777904117
a31	0.086159962266	0.0792425673285	0.071127831473	0.122086199656	0.073884626698	0.187222035617	0.114583142559	0.162410490998	0.103283154537
a46	0.088847154422	0.0814767297762	0.072656843451	0.114757017385	0.0699937154993	0.178969554739	0.131386787586	0.153610327866	0.108301874779
a31	0.091404630074	0.0840384804587	0.076202830777	0.114992967162	0.0716016960998	0.160104547313	0.134694791062	0.150050693955	0.11690938386
a18	0.096668760158	0.0884242263196	0.0811359633257	0.131094722654	0.0783625569666	0.134230831571	0.121852497487	0.142349718785	0.12588074782
a31	0.0998845551193	0.0911852414065	0.0828705083086	0.131758372418	0.0826446931222	0.12310630039	0.121298187029	0.142365214262	0.12488694654
a8	0.105328716506	0.0961217551355	0.0882074015695	0.127859514406	0.0856715181741	0.11285206633	0.11818123881	0.137556019021	0.128221791713
</S>	0.107473132753	0.100199408368	0.0894471701847	0.126115052303	0.084861041287	0.111870077265	0.119152381805	0.130032175311	0.130849586656
