 	si	è	rotta	la	coppa	</S>
a31	0.2176120005	0.11552455975	0.1779162612	0.1406961466	0.216423228	0.131827811
a20	0.245891303367	0.10126449145	0.171433102	0.143493453333	0.199096821733	0.138820837533
a19	0.295166720322	0.103221406583	0.157291057467	0.143765940311	0.173125395778	0.127429493178
a18	0.332286169774	0.110532470194	0.147349557622	0.15482972777	0.130927082459	0.124074995259
a27	0.321184502925	0.104741909065	0.142817803207	0.14190648619	0.12964466742	0.15970462822
a31	0.277056807175	0.110936965755	0.141459238736	0.117245761763	0.13153132934	0.221769896807
a39	0.230445032992	0.112609377185	0.135862948879	0.111994624061	0.135075986847	0.274012022269
a31	0.208726933464	0.118855557795	0.12017530166	0.108480986594	0.160750996949	0.283010222756
a46	0.183371145221	0.129652336398	0.10728854242	0.105504174331	0.199798080316	0.274385722919
a31	0.17406227774	0.126525026133	0.101555923073	0.107227135444	0.226271341439	0.26435829164
a20	0.183221149913	0.131491160778	0.0999284573577	0.110916301548	0.22651925248	0.247923679213
</S>	0.180860253957	0.137109340489	0.103724513279	0.114076155374	0.22321469724	0.241015039607
