 	non	so	cosa	scrive	</S>
a46	0.241670851	0.2070744031	0.2182293936	0.12658281416	0.2064425411
a8	0.291094981	0.2313544121	0.224308185867	0.0863952666933	0.166847169567
a31	0.338300274333	0.2611323297	0.237837713289	0.0588638760311	0.103865812256
a13	0.340511618111	0.279169856567	0.245151457096	0.0537814314104	0.081385640952
a31	0.331433390037	0.292673188189	0.222334738099	0.0658726886701	0.0876860067173
a28	0.317293518679	0.302976391396	0.181187218833	0.0791446994234	0.119398173306
a31	0.31490602756	0.300116246465	0.147671007478	0.0868715554745	0.150435168502
a37	0.316066563853	0.308469694822	0.137559056093	0.0872815104915	0.150623175301
a31	0.299492529951	0.304227898274	0.137444449764	0.0989801637638	0.159854955967
a11	0.27371314665	0.269958880358	0.161090694188	0.113830636321	0.181406644856
a31	0.233966533283	0.227293802719	0.174227831129	0.144827472774	0.219684370285
a20	0.204293071028	0.186540322573	0.188036130776	0.173630368925	0.247500129428
a31	0.190529612276	0.165553007124	0.197135264925	0.179037247375	0.267744885143
</S>	0.181550850738	0.160646524962	0.181168252463	0.185843038288	0.290791340572
