 	non	aveva	dove	a	stare	</S>
a31	0.181209829	0.1494595833	0.150441848	0.1707134143	0.2231837174	0.1249916192
a8	0.240697256333	0.163056816433	0.129666221667	0.139055934633	0.219167828467	0.1083559666
a31	0.271554635444	0.177146505411	0.115315347089	0.107003675744	0.228395863356	0.1005839854
a28	0.255528536481	0.166180338337	0.10817997123	0.095197919048	0.280493269585	0.0944199587333
a37	0.24739887416	0.151153669512	0.10193419701	0.103679135216	0.302358756862	0.0934753585111
a31	0.234584926053	0.142470668837	0.113149451737	0.119397306539	0.287245500287	0.103152151504
a18	0.199278528684	0.123062969546	0.115299959712	0.11440931038	0.311091135429	0.136858103035
a0	0.160038056228	0.103021934715	0.0989480587707	0.101222178393	0.382478018476	0.154291759012
a23	0.129593906943	0.0933406790117	0.0873164080302	0.099817401131	0.444091011492	0.145840598337
a8	0.113778843981	0.0921900521772	0.0859736871834	0.111619944044	0.446696768497	0.149740715712
a31	0.110043786194	0.0964468236591	0.0968454170611	0.133498231348	0.389647984832	0.173517781504
a20	0.108705103951	0.098743249753	0.104882419087	0.132201517783	0.354742494744	0.200725221835
a31	0.116376966317	0.103493229651	0.114191660762	0.127574584194	0.318852331115	0.219511224945
a20	0.122875890866	0.10983527415	0.125455228621	0.131321590798	0.285688173438	0.224823842648
a24	0.119264105915	0.11089108825	0.128933919374	0.134728474999	0.280098925813	0.226083483949
a8	0.118107312378	0.11509038175	0.137810169325	0.153088145666	0.260931681271	0.214972297716
a31	0.126554233446	0.12386834965	0.145576512775	0.159858280555	0.224545173757	0.219597431905
</S>	0.133482699163	0.128373931025	0.146106889387	0.157932739278	0.193205932879	0.240897793952
