 	venne	scritto	</S>
a29	0.482400258	0.317279635	0.2003201121
a24	0.55983089	0.286768499	0.1534006073
a37	0.575130176667	0.279633775	0.145236039967
a29	0.540180206222	0.297703425	0.162116361689
a13	0.513096689407	0.296333754333	0.190569549796
a11	0.502203510136	0.295751114111	0.202045374732
a31	0.478589175712	0.297244212704	0.224166623177
a39	0.466407569237	0.294969173568	0.238623267392
a18	0.468836845079	0.294757491856	0.236405664464
a8	0.423636644226	0.296018796619	0.280344557488
</S>	0.384042339913	0.297722804309	0.318234852744
