 	che	non	li	aspetiamo	</S>
a20	0.1916510214	0.1734397997	0.16819304449	0.3183141867	0.1484019444
a8	0.193287489667	0.1627974941	0.140912874223	0.3549456429	0.148056493133
a7	0.225455514156	0.184294254433	0.135780639268	0.343663316967	0.110806270644
a35	0.235156397385	0.189585302811	0.143221775349	0.341106856322	0.0909296712813
a46	0.244745115128	0.191717081604	0.143813032916	0.326457653441	0.0932671184471
a31	0.277358437709	0.192041849201	0.143868780772	0.29223927248	0.0944916529957
a11	0.27995992257	0.189400519734	0.140312253457	0.268526974827	0.121800327379
a31	0.254426444857	0.194269507245	0.141858447219	0.265703505209	0.14374210668
a0	0.227241965619	0.189505408415	0.142838133606	0.27339982867	0.16701467136
a31	0.206971399873	0.180438867472	0.141668129802	0.27506269889	0.195858911787
a30	0.199498111691	0.166855718824	0.138353479801	0.26989180563	0.225400895929
a0	0.193070039297	0.151571298875	0.123064064267	0.264599452277	0.267695169976
a31	0.186341221099	0.150733767225	0.123501653556	0.254644068492	0.284779309992
</S>	0.182788441049	0.153160312613	0.127292554678	0.248334701246	0.288423991996
