 	sul	muro	vuole	uno	specchio	</S>
a33	0.2672349545	0.211303027	0.1710334488	0.1287947034	0.1245762721	0.0970575748
a31	0.339337894833	0.246615280333	0.150832964533	0.0952650751333	0.0965482197667	0.0714005475333
a23	0.390504190278	0.258829248111	0.140884707244	0.0755041611778	0.0794599073889	0.0548177859778
a31	0.414534636093	0.264154740037	0.144172395081	0.0674939938926	0.066337530063	0.0433067219259
a28	0.426345950031	0.264770756012	0.15830220536	0.0627108925642	0.0547893478877	0.0330808470753
a31	0.417333433344	0.257573543071	0.173757179453	0.0567101404881	0.0593643706626	0.0352613158318
a39	0.383276341115	0.236553465424	0.182003877418	0.0520822301294	0.0830955695209	0.0629885019839
a31	0.350207912172	0.211624941341	0.164436550406	0.0545064442765	0.13260961454	0.086614531728
a41	0.353732118524	0.19445154678	0.138740475269	0.0531621763255	0.14560424908	0.114309441909
a37	0.353598591775	0.192492001727	0.12279777369	0.0480698046085	0.125965956827	0.157075897703
a41	0.308140695525	0.204689480576	0.115075581497	0.0578820394028	0.131953620609	0.182258616901
a31	0.246310805442	0.190379332525	0.118892722766	0.0846718722009	0.156317578203	0.203427704967
a37	0.206622908547	0.176609431508	0.121590647389	0.0991623615336	0.173598192268	0.222416458989
a18	0.183299699649	0.171578449303	0.12421230653	0.114527585445	0.184204189289	0.22217775113
a31	0.16652974453	0.158147385808	0.123679349577	0.138986764882	0.175508491763	0.237148249177
</S>	0.162935740735	0.154044855264	0.119898507789	0.145280072041	0.156691656881	0.261149172589
