 	lo	sentii	che	viene	</S>
a43	0.2580160699	0.201379218	0.1319630251	0.25961772	0.1490239817
a17	0.270802681967	0.239351304	0.140816750367	0.215805365467	0.133223901167
a11	0.266732498656	0.274780994	0.154014250056	0.193060855956	0.111411402056
a31	0.227509915419	0.280945859333	0.170649132019	0.222396652652	0.0984984414187
a46	0.192360449273	0.270015269778	0.164716017673	0.261535038884	0.111373222406
a6	0.184355362691	0.255403067459	0.145386946624	0.290895990628	0.123958633935
a31	0.212948505297	0.235501702286	0.124029813008	0.289039327209	0.138480664512
a15	0.245930204966	0.198295215629	0.109690699069	0.284112727736	0.161971173104
a20	0.232292795122	0.164527522943	0.104003833156	0.295578647245	0.203597216368
a31	0.221932705707	0.162933541114	0.108933609252	0.264955532415	0.241244622789
a17	0.217092150436	0.149908111238	0.120073267017	0.249620552805	0.263305925596
a31	0.198880770012	0.134932464679	0.134345223872	0.249096229268	0.282745303865
a13	0.182203745337	0.13161957956	0.138160130491	0.258593460756	0.289423069288
a39	0.162299050646	0.12708686612	0.141525020697	0.281415214252	0.287673838429
a46	0.141591657549	0.13244571604	0.151097247299	0.296829216751	0.278036158143
a31	0.145962012583	0.13361815368	0.158058850833	0.288243310917	0.274117667381
a18	0.156509050661	0.135318857227	0.163869873611	0.269122915639	0.275179295127
</S>	0.15376420763	0.137177846113	0.161388376806	0.26888809582	0.278781463563
