 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a20	0.0854041519	0.102817215	0.0769919253	0.060351622	0.0511247284	0.0548053367	0.0559762784	0.0620827883	0.0716471877	0.0598166418	0.074387693	0.087795649	0.0826655964	0.0741331921
a31	0.103820855033	0.102553647133	0.0938260886333	0.0611180936667	0.0490467622667	0.0545240312333	0.0547032646	0.0618963507	0.0634911151	0.0540284013333	0.0876294482	0.0801611924	0.0754644953333	0.0577362597
a37	0.0969094894777	0.102612895844	0.102270339211	0.0604740692222	0.0562621257556	0.0679272842778	0.0683746127333	0.0671235755667	0.0587266969	0.0543577077111	0.0879312467333	0.0671327525333	0.0660614487111	0.0438357712333
a31	0.0818637280926	0.0924915908813	0.096426748137	0.0611276972741	0.0672605089185	0.0832590405593	0.0912200983778	0.0748018609889	0.0579545705	0.0589379483704	0.0779122429111	0.0575238832644	0.0587542737704	0.0404658210778
a37	0.0619451780975	0.0856378152938	0.091037062179	0.0652059992914	0.0706716145728	0.0888949261198	0.103903021326	0.074732452263	0.0599513403667	0.0595082392568	0.0802085976104	0.0546031555481	0.0604250065901	0.0432756070259
a31	0.0484144648992	0.0803679754313	0.085333626393	0.0681935639638	0.0717065817243	0.0976915905733	0.100123099242	0.0716229001543	0.0620185503222	0.0558721563523	0.0870856893768	0.055347864116	0.06511940973	0.0511025292753
a37	0.0449277452997	0.0767088930104	0.0793894476643	0.0605740244546	0.0712132571081	0.0977867228578	0.103155816214	0.0729582085848	0.0638574689407	0.0563451519174	0.0961569709589	0.0544069387653	0.06718705171	0.0553322860251
a18	0.0425618328332	0.0783449332701	0.0713670969548	0.0558988906849	0.068020694436	0.0927631403526	0.114535615271	0.0714650929949	0.0622149336802	0.0596263649058	0.0942693015063	0.0544846226884	0.0749147833033	0.0595326847417
a21	0.0411203818777	0.0791375844234	0.0647877724516	0.0547891945616	0.0670632804787	0.0916263989842	0.11761561669	0.067919441465	0.0582926770267	0.0604157727019	0.0856913793221	0.0537781449295	0.0908062007678	0.0669561334472
a24	0.0431286127592	0.0787924291411	0.0634061563505	0.0577552159872	0.0686516130929	0.0875094935947	0.114995532163	0.0653702834217	0.0556788724756	0.0584689007006	0.0784831323607	0.0522457087965	0.100161417389	0.0753526066157
a31	0.0384157124197	0.0757328839804	0.0678988875835	0.0561866865957	0.066202975231	0.0780112445316	0.102972385788	0.0662223577406	0.0573525302252	0.0586941580335	0.0904236109069	0.0540134749188	0.0916432135297	0.0962298578052
a14	0.0329490015066	0.0758514917268	0.0709401269278	0.0526459720652	0.0612974031437	0.0714902800439	0.0972757889293	0.0702324299135	0.0615407412751	0.0614813178112	0.0940702106356	0.0568390569396	0.0824006047766	0.110985566802
a7	0.0346463203689	0.0779588553089	0.0639949671093	0.0547220644884	0.0613268368479	0.0751647622146	0.106333553043	0.0697031361045	0.061477358225	0.0614066872037	0.0754299941252	0.0575445550132	0.0924274177922	0.107863500267
a31	0.0309065725896	0.074136076703	0.0608626795698	0.0547425976961	0.0620964739493	0.0765899404715	0.104027914481	0.0694242165682	0.0587481939417	0.0595250558012	0.0676226851951	0.0557228149377	0.0916122731974	0.133982510422
a46	0.0251473844632	0.0712780329677	0.0600488194233	0.0522244899987	0.0617744173164	0.0742432014238	0.0922137064937	0.0714944067894	0.0599683030472	0.0576022706671	0.0648829044917	0.0567243269792	0.0808211161325	0.171576631541
a20	0.0257369925544	0.0752942089892	0.0574646668411	0.0511348897662	0.0617587891721	0.0761617212746	0.0915979826312	0.0715070101965	0.0625222427491	0.0569526422224	0.0654766347772	0.0592240932264	0.0858467978442	0.159321350447
a31	0.0243145351848	0.0730917561964	0.0594292296137	0.0516069633887	0.062993587724	0.0762869983582	0.0942159148104	0.0745231929988	0.063422205783	0.0587765882075	0.0663507186191	0.0593830987088	0.0923960942814	0.143209137549
a39	0.0218614816083	0.0698029096121	0.0600265586046	0.0510677759296	0.0615861732413	0.0707820038527	0.0860577156035	0.0767765740663	0.0631915645277	0.0584122927358	0.0657525061797	0.0614330399029	0.0949628522938	0.158286567583
a8	0.0200797316561	0.066687824604	0.0537286871749	0.0507815261099	0.0593320006138	0.0693519090176	0.0786145491345	0.0737176129554	0.0683650865759	0.0559885933119	0.0644649285666	0.067319195901	0.0995978786313	0.171970487674
a31	0.0186764522254	0.063360608988	0.0531018432316	0.05016496737	0.0583217543379	0.0700687150059	0.0786173503115	0.0743433973851	0.072043068392	0.0562369779706	0.0655079687889	0.0696734317003	0.10323732421	0.166646157305
a33	0.0181132121058	0.0588998886627	0.0529928675372	0.0481595228433	0.0576368595126	0.067106294002	0.0788275012372	0.076511754395	0.0717833761973	0.0566229108569	0.0663243287963	0.0744559563668	0.114977079937	0.157588467342
a23	0.0149945810726	0.0557806603542	0.0454579861924	0.0496984022011	0.0564095474375	0.0678298022007	0.0747779248791	0.0724740743983	0.0728756373324	0.0541572708856	0.0668940953988	0.0812098230556	0.130109829112	0.157330370287
a31	0.0167451044842	0.0589361850514	0.0519067756175	0.0527178053337	0.0557993366125	0.0688794115336	0.074790561493	0.0751048055994	0.0713055217775	0.0540342811619	0.0691776395996	0.0809020814852	0.117442603637	0.152257882729
a11	0.0187320210547	0.0551578806838	0.0571728704725	0.0534211631779	0.0577177234708	0.0688022674445	0.076642364831	0.0782376011331	0.0703087832592	0.0545658319873	0.0704251512665	0.0864197815617	0.104540768479	0.14785578285
a31	0.0201013694516	0.0503864163613	0.0550777146242	0.053401248126	0.0600631271569	0.0710621166482	0.078297892477	0.0796811125777	0.0724857266197	0.0536237706624	0.0742953439555	0.0919022509872	0.0980579107597	0.14156399119
a28	0.0217960153105	0.0510824611871	0.0540040571414	0.052275414842	0.060851846519	0.0716877380494	0.0795824356257	0.0819182349259	0.0729131812732	0.0523249446208	0.0774628211185	0.0947609158624	0.100993217453	0.128346718237
a31	0.0230943014235	0.050604491129	0.0529971395138	0.052871722214	0.0618002532397	0.0714808413831	0.0799856005419	0.0855628835753	0.0733992714244	0.0515729278736	0.0827646909062	0.0964819568208	0.0997523102177	0.117631610726
a35	0.0231074347545	0.051857900043	0.0521233276379	0.0531815034047	0.0625343416132	0.0744605428944	0.0818692722473	0.0888095316584	0.0737968835415	0.0498313557912	0.0850685295021	0.100675922407	0.0947511469392	0.107932303469
a31	0.0225172962248	0.052397301281	0.0502702992126	0.0520679832682	0.0636776322711	0.0781888301381	0.0847294849491	0.0927527570861	0.0743325847805	0.0479070766304	0.0867977411674	0.102072068602	0.0919579719797	0.10033096311
a14	0.0225826410549	0.0513545788937	0.0490686080709	0.0498745961561	0.0634161330237	0.0783074584194	0.0863350217164	0.099992785562	0.0752203187268	0.0474183651435	0.0880777523891	0.100342996401	0.0897237601932	0.0982849809433
a21	0.0199866229716	0.0552648278312	0.0460992236236	0.0476165550187	0.0608930921412	0.0793696520531	0.0863261242388	0.103034196387	0.0729170417756	0.0463806668478	0.0835573901297	0.106375676267	0.101271837198	0.0909071010678
a37	0.0167592941705	0.0557130191437	0.0440203488079	0.0475662307729	0.0591074503804	0.081268921531	0.0865747676129	0.105904589729	0.0735460836585	0.0489603398826	0.0834304725099	0.108572084756	0.102622180733	0.0859542260693
a14	0.0147822269368	0.0544532763146	0.0432425013693	0.0478207373043	0.0574511180601	0.081179607597	0.084608589071	0.106065733976	0.0747249754862	0.0513917541609	0.08307495577	0.104077692419	0.102445622311	0.0946812116431
a31	0.0175120880523	0.0508743150382	0.0450067133564	0.0452600426148	0.05559918322	0.0776417157923	0.0831079802237	0.110700770459	0.0800550535621	0.048096276787	0.08374129999	0.0988044046063	0.102860517104	0.100739613081
a17	0.0182262525074	0.0439115434794	0.0429317212055	0.0402127428716	0.0560943898733	0.0844409015708	0.0872329488079	0.110314907353	0.0842339979874	0.0453540070623	0.08747132093	0.102149842635	0.101230794968	0.0961945835403
a18	0.0148505581325	0.0398292908265	0.0379972476218	0.0386045637572	0.0566919410911	0.0917255215236	0.0896808520693	0.106827107318	0.0844594424625	0.0471025506874	0.0934748698433	0.105525711612	0.0995563493227	0.0936739610668
a31	0.0177506521575	0.0380177078088	0.0386669899406	0.0393691754524	0.054716980297	0.0850178650412	0.0873800382898	0.117911828506	0.0897749954208	0.0451146224291	0.0967746997478	0.099018571004	0.0912034931076	0.0992823658089
a21	0.0196199313058	0.0410573531363	0.0393449783802	0.0393583393508	0.054259675899	0.0829290438137	0.0864971714966	0.122789180635	0.0923630704069	0.041811232943	0.0985985894493	0.0989771678013	0.0838494786359	0.0985447854363
a31	0.0224648649373	0.0415688947121	0.0386769847267	0.0398592410503	0.0566867578997	0.0860017564046	0.0878929316322	0.122633568078	0.0930732740356	0.040504505781	0.101217506483	0.0972539311338	0.0769987627453	0.0951670232788
a21	0.0244151490944	0.040995155104	0.0384412273756	0.0401419730168	0.0572229622332	0.0881297506682	0.0881291916774	0.121393347759	0.0930851397785	0.0385488897937	0.101647254894	0.0935506084779	0.0766172067151	0.0976821439596
a31	0.0262046687615	0.0413796016347	0.0385836608252	0.0407823229389	0.0586710406777	0.0920048069561	0.0886618205591	0.117172309386	0.0906541483262	0.0377386449312	0.099847920898	0.091230830446	0.0770838389917	0.0999843976532
a11	0.0278375682305	0.0400178292782	0.0387875472417	0.0408951008463	0.0589328430259	0.097360684452	0.088659805053	0.113125053862	0.0893587746421	0.0370870131104	0.096825262166	0.0880337252687	0.0790500378839	0.104028765484
a18	0.0227954027102	0.0395424776927	0.0398194195472	0.0386138438154	0.055967165342	0.102132132017	0.0896958262843	0.110108756287	0.0906913122807	0.0397374912368	0.0971135086553	0.0901374738896	0.0847870749613	0.0988581075613
a31	0.0260405346767	0.0372951437642	0.0410172839824	0.0387532418051	0.0570878439807	0.102935083272	0.0915519362948	0.108820667829	0.0899024345602	0.0409822686123	0.0929376466184	0.0891622360299	0.0831760160538	0.100337646654
a33	0.0306872655056	0.0357804725214	0.0422367866608	0.041292844635	0.0557907103936	0.085905341824	0.0818911100316	0.0990754382097	0.0838308253201	0.0410429440041	0.0838063427395	0.0946064049433	0.0919734324846	0.132080069951
</S>	0.0300762757728	0.0347755041607	0.0437028697304	0.0424207139675	0.0529758064968	0.070259692612	0.0730015691158	0.0921350266048	0.0805321270601	0.0425833260021	0.0800015825697	0.101784226472	0.100623066242	0.155128209475
