 	non	ho	cosa	a	fare	</S>
a8	0.229256619	0.1839278006	0.1467931371	0.167566211	0.146689625	0.125766617
a31	0.264088541	0.193244253533	0.128606288767	0.153880085667	0.146095872333	0.1140849544
a37	0.250352675667	0.194336649844	0.143567242989	0.160796837489	0.147511400111	0.103435186333
a10	0.223490813556	0.184573270481	0.151806195396	0.17206554483	0.15343790837	0.114626264378
a37	0.206928460852	0.17112621156	0.136071458132	0.194215950343	0.16207551379	0.129582401726
a10	0.185533685884	0.15566698432	0.120319191044	0.217061261181	0.173392993263	0.148025885042
a0	0.157314310895	0.136308935773	0.105509363681	0.232053511727	0.190250828421	0.178563043614
a20	0.139750945232	0.123576478258	0.100028560227	0.230256357242	0.201283633807	0.205104017205
a17	0.130760848211	0.119747349753	0.107630656076	0.210442578214	0.208714793202	0.222703766402
a20	0.128140813377	0.124164153451	0.128750186359	0.185755048671	0.220112326001	0.213077456134
a8	0.125748570099	0.12559831935	0.139681939453	0.180176845024	0.218188188	0.210606133378
</S>	0.121869116849	0.124610654775	0.140386610726	0.185491549512	0.206468458	0.221173620689
