 	sono	stato	sempre	poveretti	</S>
a20	0.1036207957	0.1202075702	0.213936332	0.307175084	0.2550602075
a4	0.0829030827	0.117967163533	0.222391216667	0.330711709333	0.2460268115
a31	0.11564387214	0.132700499091	0.210874640556	0.327267556778	0.213513419167
a38	0.149589384153	0.151127526944	0.203010192919	0.313802446593	0.182470444789
a31	0.166230567584	0.169873320315	0.200896531773	0.296627132198	0.166372446463
a7	0.133868701828	0.156531456278	0.194043961658	0.313674092733	0.201881792354
a31	0.0932057803093	0.134234763466	0.181257796953	0.340599838911	0.250701816051
a21	0.0743459472364	0.117403554355	0.166981055984	0.381664671637	0.259604757084
a20	0.0608277682455	0.099179332625	0.163382456661	0.400061631212	0.276548799895
a8	0.0615823641818	0.088458684315	0.156330925687	0.397841125071	0.295786897498
a31	0.0710874855273	0.0852178567717	0.150485318429	0.397518713024	0.295690619366
a33	0.0794216192424	0.0877770038906	0.140100768476	0.408372593008	0.284328001455
a20	0.0784630637475	0.0863172409969	0.137749647359	0.433484296336	0.263985747085
a31	0.0991817339825	0.097768838599	0.144287820053	0.416657144779	0.242104468295
a7	0.117395836661	0.112790994133	0.154439861618	0.368857310926	0.246515999098
a31	0.12764339442	0.126592563978	0.159543449206	0.336327156975	0.249893431699
a11	0.145249749473	0.142734583193	0.165125603735	0.307099816325	0.2397902379
a31	0.159805616358	0.154111010198	0.170685537245	0.276142287442	0.239255538633
a13	0.170849309919	0.163089203466	0.180241784415	0.253845645147	0.231974057544
a18	0.170815177773	0.168036784155	0.199943007472	0.234320755049	0.226884272515
a31	0.175731309591	0.166753440852	0.200013878491	0.22968586635	0.227815493505
</S>	0.182106981796	0.166173239626	0.194574870245	0.230832265175	0.226312634752
