 	non	ha	da	mangiare	</S>
a31	0.244203059	0.250109018	0.1341846887	0.222061932	0.1494413006
a20	0.306100561667	0.250715077333	0.10469661032	0.213017311733	0.1254704403
a31	0.364334473889	0.257021209111	0.0855326491667	0.196115217911	0.0969964392667
a41	0.364713641296	0.270289005704	0.0763666497622	0.192772955037	0.0958577367556
a10	0.310424695099	0.259912624901	0.0795490122541	0.205128973812	0.144984699519
a31	0.2657343977	0.281552087967	0.0836220998847	0.205765712271	0.163325698573
a15	0.245143659233	0.311990679322	0.0848357016282	0.202707911757	0.155322039524
a31	0.207805195744	0.293461328441	0.100987899476	0.204877550586	0.192868022841
a39	0.180544921648	0.243948182147	0.117338806959	0.216776293529	0.241391790947
a37	0.169465806283	0.197198238049	0.135768133853	0.230896705843	0.266671114982
</S>	0.161277440142	0.183326013024	0.150264997926	0.232622597922	0.272508959491
